order_id,customer_id,store_id,order_timestamp,sales_channel,order_status,total_amount,updated_at
O0015033,C001809,S011,2026-07-10T20:58:00,MOBILE,COMPLETED,51584.54,2026-07-10T20:58:00
O0015034,C002005,S019,2026-07-10T01:29:00,MOBILE,COMPLETED,181293.45,2026-07-10T01:29:00
O0015035,C000009,S006,2026-07-10T10:15:00,WEB,COMPLETED,41014.17,2026-07-10T10:15:00
O0015036,C002857,S019,2026-07-14T02:44:00,STORE,COMPLETED,120547.94,2026-07-14T02:44:00
O0015037,C003370,S017,2026-07-09T18:16:00,STORE,COMPLETED,41752.86,2026-07-09T18:16:00
O0015038,C003159,S013,2026-07-10T08:57:00,MOBILE,COMPLETED,102669.79,2026-07-10T08:57:00
O0015039,C003832,S022,2026-07-12T19:54:00,MOBILE,COMPLETED,131787.80,2026-07-12T19:54:00
O0015040,C001765,S002,2026-07-08T15:53:00,MOBILE,COMPLETED,77951.35,2026-07-08T15:53:00
O0015041,C004962,S010,2026-07-10T20:55:00,MOBILE,COMPLETED,131654.47,2026-07-10T20:55:00
O0015042,C004713,S006,2026-07-13T17:25:00,MOBILE,COMPLETED,51831.94,2026-07-13T17:25:00
O0015043,C000253,S024,2026-07-11T20:19:00,WEB,COMPLETED,23502.36,2026-07-11T20:19:00
O0015044,C001871,S001,2026-07-11T06:56:00,WEB,COMPLETED,150025.70,2026-07-11T06:56:00
O0015045,C000503,S012,2026-07-10T18:53:00,STORE,COMPLETED,74026.95,2026-07-10T18:53:00
O0015046,C000323,S009,2026-07-12T05:45:00,MOBILE,COMPLETED,117635.82,2026-07-12T05:45:00
O0015047,C004718,S016,2026-07-12T15:52:00,STORE,COMPLETED,48291.96,2026-07-12T15:52:00
O0015048,C000136,S012,2026-07-13T16:02:00,STORE,COMPLETED,63121.36,2026-07-13T16:02:00
O0015049,C004576,S011,2026-07-08T17:56:00,WEB,COMPLETED,38853.12,2026-07-08T17:56:00
O0015050,C001414,S018,2026-07-10T00:14:00,MOBILE,COMPLETED,136891.97,2026-07-10T00:14:00
O0015051,C004573,S024,2026-07-10T12:18:00,STORE,COMPLETED,134200.13,2026-07-10T12:18:00
O0015052,C000180,S013,2026-07-11T02:03:00,WEB,COMPLETED,25042.68,2026-07-11T02:03:00
O0015053,C003014,S021,2026-07-12T11:11:00,WEB,COMPLETED,42142.97,2026-07-12T11:11:00
O0015054,C003855,S019,2026-07-10T14:17:00,MOBILE,COMPLETED,43699.87,2026-07-10T14:17:00
O0015055,C001740,S011,2026-07-10T20:46:00,WEB,COMPLETED,33242.97,2026-07-10T20:46:00
O0015056,C003920,S023,2026-07-12T21:31:00,STORE,COMPLETED,46607.97,2026-07-12T21:31:00
O0015057,C002034,S009,2026-07-09T01:48:00,WEB,COMPLETED,4620.98,2026-07-09T01:48:00
O0015058,C001001,S023,2026-07-10T08:49:00,WEB,COMPLETED,24952.51,2026-07-10T08:49:00
O0015059,C001311,S013,2026-07-13T03:52:00,STORE,COMPLETED,61635.95,2026-07-13T03:52:00
O0015060,C000743,S010,2026-07-13T10:59:00,MOBILE,COMPLETED,63815.93,2026-07-13T10:59:00
O0015061,C001666,S006,2026-07-08T23:30:00,MOBILE,COMPLETED,88340.83,2026-07-08T23:30:00
O0015062,C004913,S024,2026-07-10T03:05:00,STORE,COMPLETED,70473.94,2026-07-10T03:05:00
O0015063,C004731,S004,2026-07-10T14:24:00,WEB,COMPLETED,74088.14,2026-07-10T14:24:00
O0015064,C004589,S018,2026-07-10T13:33:00,MOBILE,COMPLETED,38900.35,2026-07-10T13:33:00
O0015065,C001138,S012,2026-07-11T14:56:00,WEB,COMPLETED,151201.57,2026-07-11T14:56:00
O0015066,C003078,S013,2026-07-12T09:56:00,MOBILE,COMPLETED,87902.93,2026-07-12T09:56:00
O0015067,C005073,S015,2026-07-12T01:11:00,WEB,COMPLETED,67226.56,2026-07-12T01:11:00
O0015068,C003557,S023,2026-07-14T06:19:00,WEB,COMPLETED,131382.30,2026-07-14T06:19:00
O0015069,C000672,S022,2026-07-11T05:59:00,STORE,COMPLETED,36119.97,2026-07-11T05:59:00
O0015070,C000888,S006,2026-07-11T09:47:00,WEB,COMPLETED,74571.62,2026-07-11T09:47:00
O0015071,C001137,S017,2026-07-11T05:45:00,MOBILE,COMPLETED,97130.92,2026-07-11T05:45:00
O0015072,C003284,S010,2026-07-11T14:04:00,STORE,COMPLETED,177957.04,2026-07-11T14:04:00
O0015073,C000810,S017,2026-07-11T06:35:00,WEB,COMPLETED,18549.99,2026-07-11T06:35:00
O0015074,C004789,S015,2026-07-10T14:31:00,STORE,COMPLETED,74991.97,2026-07-10T14:31:00
O0015075,C002333,S023,2026-07-11T10:48:00,WEB,COMPLETED,55783.93,2026-07-11T10:48:00
O0015076,C002562,S006,2026-07-13T18:25:00,WEB,COMPLETED,37549.96,2026-07-13T18:25:00
O0015077,C003618,S011,2026-07-11T05:52:00,WEB,COMPLETED,110069.91,2026-07-11T05:52:00
O0015078,C002147,S025,2026-07-09T16:07:00,WEB,COMPLETED,110695.41,2026-07-09T16:07:00
O0015079,C005066,S021,2026-07-11T16:16:00,WEB,COMPLETED,23917.18,2026-07-11T16:16:00
O0015080,C001881,S006,2026-07-12T04:34:00,STORE,COMPLETED,74251.73,2026-07-12T04:34:00
O0015081,C004262,S021,2026-07-11T21:58:00,WEB,COMPLETED,113861.63,2026-07-11T21:58:00
O0015082,C001414,S021,2026-07-10T22:13:00,WEB,COMPLETED,135587.44,2026-07-10T22:13:00
O0015083,C000219,S019,2026-07-12T04:59:00,MOBILE,COMPLETED,68373.91,2026-07-12T04:59:00
O0015084,C000131,S017,2026-07-11T23:21:00,STORE,COMPLETED,83683.71,2026-07-11T23:21:00
O0015085,C002371,S021,2026-07-08T20:56:00,MOBILE,COMPLETED,134040.50,2026-07-08T20:56:00
O0015086,C001043,S021,2026-07-12T05:34:00,STORE,COMPLETED,131503.97,2026-07-12T05:34:00
O0015087,C000887,S005,2026-07-10T21:04:00,WEB,COMPLETED,1315.96,2026-07-10T21:04:00
O0015088,C004947,S023,2026-07-12T03:04:00,MOBILE,COMPLETED,20777.93,2026-07-12T03:04:00
O0015089,C003683,S020,2026-07-08T12:40:00,STORE,COMPLETED,46873.76,2026-07-08T12:40:00
O0015090,C001307,S012,2026-07-09T18:37:00,WEB,COMPLETED,2198.94,2026-07-09T18:37:00
O0015091,C000656,S025,2026-07-09T08:49:00,STORE,COMPLETED,8055.98,2026-07-09T08:49:00
O0015092,C000079,S011,2026-07-13T09:51:00,WEB,COMPLETED,16838.96,2026-07-13T09:51:00
O0015093,C001574,S010,2026-07-08T18:29:00,WEB,COMPLETED,59729.62,2026-07-08T18:29:00
O0015094,C001574,S025,2026-07-09T16:28:00,MOBILE,COMPLETED,5104.79,2026-07-09T16:28:00
O0015095,C002724,S001,2026-07-13T21:03:00,WEB,COMPLETED,101245.91,2026-07-13T21:03:00
O0015096,C001182,S016,2026-07-12T12:13:00,MOBILE,COMPLETED,112648.41,2026-07-12T12:13:00
O0015097,C001789,S008,2026-07-11T07:11:00,WEB,COMPLETED,185632.27,2026-07-11T07:11:00
O0015098,C005071,S018,2026-07-10T06:42:00,WEB,COMPLETED,86107.56,2026-07-10T06:42:00
O0015099,C000091,S022,2026-07-11T14:18:00,MOBILE,COMPLETED,44999.82,2026-07-11T14:18:00
O0015100,C003801,S007,2026-07-12T01:17:00,STORE,COMPLETED,35729.98,2026-07-12T01:17:00
O0015101,C003839,S024,2026-07-08T09:26:00,WEB,COMPLETED,10877.99,2026-07-08T09:26:00
O0015102,C000219,S011,2026-07-10T14:29:00,MOBILE,COMPLETED,74229.47,2026-07-10T14:29:00
O0015103,C001642,S011,2026-07-09T16:47:00,STORE,COMPLETED,103767.91,2026-07-09T16:47:00
O0015104,C001280,S022,2026-07-12T12:21:00,MOBILE,COMPLETED,28979.96,2026-07-12T12:21:00
O0015105,C004328,S002,2026-07-11T16:57:00,MOBILE,COMPLETED,27920.78,2026-07-11T16:57:00
O0015106,C004805,S022,2026-07-10T05:40:00,WEB,COMPLETED,21421.99,2026-07-10T05:40:00
O0015107,C000276,S021,2026-07-09T10:24:00,WEB,COMPLETED,152188.07,2026-07-09T10:24:00
O0015108,C000971,S022,2026-07-10T06:34:00,WEB,COMPLETED,105975.54,2026-07-10T06:34:00
O0015109,C004288,S016,2026-07-12T04:20:00,WEB,COMPLETED,172473.04,2026-07-12T04:20:00
O0015110,C003973,S015,2026-07-12T20:25:00,STORE,COMPLETED,61982.55,2026-07-12T20:25:00
O0015111,C001818,S020,2026-07-10T09:57:00,WEB,COMPLETED,22851.98,2026-07-10T09:57:00
O0015112,C003115,S017,2026-07-13T06:07:00,STORE,COMPLETED,120734.34,2026-07-13T06:07:00
O0015113,C000583,S016,2026-07-13T21:33:00,WEB,COMPLETED,117719.35,2026-07-13T21:33:00
O0015114,C000045,S004,2026-07-09T10:02:00,WEB,COMPLETED,124245.24,2026-07-09T10:02:00
O0015115,C003004,S016,2026-07-11T19:12:00,WEB,COMPLETED,164338.20,2026-07-11T19:12:00
O0015116,C004146,S001,2026-07-12T16:20:00,MOBILE,COMPLETED,211597.55,2026-07-12T16:20:00
O0015117,C001575,S004,2026-07-12T18:49:00,STORE,COMPLETED,53938.76,2026-07-12T18:49:00
O0015118,C002982,S007,2026-07-09T23:45:00,MOBILE,COMPLETED,73193.91,2026-07-09T23:45:00
O0015119,C000460,S020,2026-07-10T12:16:00,MOBILE,COMPLETED,52704.37,2026-07-10T12:16:00
O0015120,C000552,S020,2026-07-08T17:22:00,MOBILE,COMPLETED,124102.89,2026-07-08T17:22:00
O0015121,C003158,S012,2026-07-08T10:17:00,WEB,COMPLETED,27165.98,2026-07-08T10:17:00
O0015122,C000454,S019,2026-07-08T21:07:00,STORE,COMPLETED,56982.95,2026-07-08T21:07:00
O0015123,C002002,S013,2026-07-10T06:29:00,WEB,COMPLETED,26623.94,2026-07-10T06:29:00
O0015124,C001000,S010,2026-07-13T07:39:00,WEB,COMPLETED,62423.97,2026-07-13T07:39:00
O0015125,C001883,S004,2026-07-13T19:56:00,STORE,COMPLETED,90893.52,2026-07-13T19:56:00
O0015126,C004955,S020,2026-07-08T12:27:00,STORE,COMPLETED,23992.13,2026-07-08T12:27:00
O0015127,C003091,S020,2026-07-09T15:08:00,WEB,COMPLETED,154666.66,2026-07-09T15:08:00
O0015128,C001529,S020,2026-07-12T11:50:00,MOBILE,COMPLETED,21017.67,2026-07-12T11:50:00
O0015129,C002388,S008,2026-07-10T09:24:00,STORE,COMPLETED,72022.41,2026-07-10T09:24:00
O0015130,C003822,S009,2026-07-10T12:15:00,MOBILE,COMPLETED,51588.73,2026-07-10T12:15:00
O0015131,C002881,S010,2026-07-12T19:35:00,MOBILE,COMPLETED,186227.86,2026-07-12T19:35:00
O0015132,C002655,S024,2026-07-13T06:09:00,WEB,COMPLETED,145950.68,2026-07-13T06:09:00
O0015133,C002798,S010,2026-07-10T07:37:00,STORE,COMPLETED,152988.81,2026-07-10T07:37:00
O0015134,C003215,S024,2026-07-10T09:47:00,MOBILE,COMPLETED,126485.46,2026-07-10T09:47:00
O0015135,C000726,S009,2026-07-12T08:21:00,STORE,COMPLETED,51711.96,2026-07-12T08:21:00
O0015136,C001275,S005,2026-07-11T13:05:00,STORE,COMPLETED,79658.85,2026-07-11T13:05:00
O0015137,C004242,S020,2026-07-09T21:21:00,MOBILE,COMPLETED,137537.89,2026-07-09T21:21:00
O0015138,C003034,S003,2026-07-08T08:20:00,WEB,COMPLETED,115702.72,2026-07-08T08:20:00
O0015139,C001178,S001,2026-07-12T19:43:00,STORE,COMPLETED,50748.70,2026-07-12T19:43:00
O0015140,C004842,S019,2026-07-12T16:20:00,WEB,COMPLETED,60917.27,2026-07-12T16:20:00
O0015141,C000403,S022,2026-07-10T06:16:00,STORE,COMPLETED,45053.91,2026-07-10T06:16:00
O0015142,C003373,S012,2026-07-09T05:27:00,WEB,COMPLETED,46087.93,2026-07-09T05:27:00
O0015143,C001672,S001,2026-07-14T07:10:00,MOBILE,COMPLETED,29483.92,2026-07-14T07:10:00
O0015144,C002778,S019,2026-07-10T04:38:00,STORE,COMPLETED,127616.75,2026-07-10T04:38:00
O0015145,C000875,S010,2026-07-12T06:47:00,STORE,COMPLETED,51283.93,2026-07-12T06:47:00
O0015146,C002130,S014,2026-07-13T22:00:00,STORE,COMPLETED,104660.75,2026-07-13T22:00:00
O0015147,C005015,S025,2026-07-12T21:31:00,WEB,COMPLETED,117428.39,2026-07-12T21:31:00
O0015148,C000705,S014,2026-07-08T13:38:00,STORE,COMPLETED,144803.87,2026-07-08T13:38:00
O0015149,C003808,S004,2026-07-09T05:10:00,MOBILE,COMPLETED,128040.07,2026-07-09T05:10:00
O0015150,C005048,S018,2026-07-11T13:51:00,MOBILE,COMPLETED,56241.87,2026-07-11T13:51:00
O0015151,C002833,S015,2026-07-13T08:00:00,STORE,COMPLETED,173589.06,2026-07-13T08:00:00
O0015152,C001583,S008,2026-07-11T17:29:00,MOBILE,COMPLETED,158756.29,2026-07-11T17:29:00
O0015153,C001945,S025,2026-07-11T15:29:00,MOBILE,COMPLETED,106019.51,2026-07-11T15:29:00
O0015154,C004523,S010,2026-07-13T08:53:00,MOBILE,COMPLETED,131612.21,2026-07-13T08:53:00
O0015155,C005141,S013,2026-07-09T08:27:00,MOBILE,COMPLETED,130473.16,2026-07-09T08:27:00
O0015156,C003022,S005,2026-07-11T16:42:00,MOBILE,COMPLETED,19967.11,2026-07-11T16:42:00
O0015157,C003918,S009,2026-07-14T05:09:00,STORE,COMPLETED,73537.26,2026-07-14T05:09:00
O0015158,C004623,S023,2026-07-13T20:48:00,MOBILE,COMPLETED,75314.96,2026-07-13T20:48:00
O0015159,C001493,S007,2026-07-14T05:47:00,STORE,COMPLETED,45956.73,2026-07-14T05:47:00
O0015160,C003446,S016,2026-07-13T14:49:00,MOBILE,COMPLETED,114279.78,2026-07-13T14:49:00
O0015161,C001966,S001,2026-07-13T09:29:00,STORE,COMPLETED,52933.95,2026-07-13T09:29:00
O0015162,C003380,S023,2026-07-10T19:00:00,MOBILE,COMPLETED,131839.48,2026-07-10T19:00:00
O0015163,C003643,S003,2026-07-12T01:15:00,MOBILE,COMPLETED,50837.61,2026-07-12T01:15:00
O0015164,C004490,S011,2026-07-14T04:03:00,WEB,COMPLETED,104386.61,2026-07-14T04:03:00
O0015165,C003423,S004,2026-07-11T03:37:00,MOBILE,COMPLETED,96357.12,2026-07-11T03:37:00
O0015166,C003578,S018,2026-07-12T17:31:00,STORE,COMPLETED,121865.72,2026-07-12T17:31:00
O0015167,C002060,S022,2026-07-09T08:36:00,STORE,COMPLETED,95498.58,2026-07-09T08:36:00
O0015168,C002064,S011,2026-07-09T21:48:00,WEB,COMPLETED,16213.18,2026-07-09T21:48:00
O0015169,C004727,S019,2026-07-12T17:55:00,MOBILE,COMPLETED,109128.88,2026-07-12T17:55:00
O0015170,C004242,S001,2026-07-12T04:20:00,MOBILE,COMPLETED,164935.27,2026-07-12T04:20:00
O0015171,C000732,S005,2026-07-13T00:07:00,STORE,COMPLETED,190784.84,2026-07-13T00:07:00
O0015172,C001030,S007,2026-07-11T12:01:00,WEB,COMPLETED,44552.97,2026-07-11T12:01:00
O0015173,C001797,S025,2026-07-13T01:01:00,MOBILE,COMPLETED,3314.69,2026-07-13T01:01:00
O0015174,C000720,S012,2026-07-11T23:17:00,STORE,COMPLETED,38597.92,2026-07-11T23:17:00
O0015175,C004958,S009,2026-07-11T05:03:00,WEB,COMPLETED,232050.43,2026-07-11T05:03:00
O0015176,C002399,S011,2026-07-10T16:20:00,STORE,COMPLETED,160993.42,2026-07-10T16:20:00
O0015177,C004606,S004,2026-07-13T13:17:00,MOBILE,COMPLETED,50483.75,2026-07-13T13:17:00
O0015178,C002503,S022,2026-07-09T06:02:00,STORE,COMPLETED,160658.08,2026-07-09T06:02:00
O0015179,C002307,S023,2026-07-13T11:45:00,WEB,COMPLETED,146231.99,2026-07-13T11:45:00
O0015180,C001633,S019,2026-07-13T05:08:00,WEB,COMPLETED,56020.40,2026-07-13T05:08:00
O0015181,C000194,S013,2026-07-09T15:02:00,MOBILE,COMPLETED,93608.91,2026-07-09T15:02:00
O0015182,C002816,S010,2026-07-08T16:38:00,MOBILE,COMPLETED,19621.94,2026-07-08T16:38:00
O0015183,C001596,S004,2026-07-10T17:22:00,MOBILE,COMPLETED,82451.81,2026-07-10T17:22:00
O0015184,C003404,S014,2026-07-10T09:39:00,MOBILE,COMPLETED,74803.46,2026-07-10T09:39:00
O0015185,C001848,S009,2026-07-08T12:30:00,STORE,COMPLETED,111004.69,2026-07-08T12:30:00
O0015186,C002123,S006,2026-07-12T05:19:00,MOBILE,COMPLETED,34120.78,2026-07-12T05:19:00
O0015187,C000358,S011,2026-07-13T01:49:00,WEB,COMPLETED,17160.64,2026-07-13T01:49:00
O0015188,C000876,S014,2026-07-08T23:50:00,MOBILE,COMPLETED,47794.71,2026-07-08T23:50:00
O0015189,C000101,S022,2026-07-12T06:04:00,WEB,COMPLETED,183219.49,2026-07-12T06:04:00
O0015190,C004702,S021,2026-07-14T04:55:00,STORE,COMPLETED,9716.38,2026-07-14T04:55:00
O0015191,C002870,S011,2026-07-09T03:27:00,MOBILE,COMPLETED,140780.94,2026-07-09T03:27:00
O0015192,C004401,S020,2026-07-13T01:47:00,WEB,COMPLETED,132267.90,2026-07-13T01:47:00
O0015193,C002661,S018,2026-07-10T00:32:00,WEB,COMPLETED,41199.98,2026-07-10T00:32:00
O0015194,C000367,S010,2026-07-11T15:21:00,WEB,COMPLETED,87552.93,2026-07-11T15:21:00
O0015195,C003081,S010,2026-07-08T17:08:00,MOBILE,COMPLETED,68385.95,2026-07-08T17:08:00
O0015196,C000150,S007,2026-07-11T15:03:00,WEB,COMPLETED,24002.97,2026-07-11T15:03:00
O0015197,C003043,S002,2026-07-09T02:05:00,STORE,COMPLETED,93205.94,2026-07-09T02:05:00
O0015198,C000781,S025,2026-07-11T08:13:00,STORE,COMPLETED,64056.32,2026-07-11T08:13:00
O0015199,C003264,S019,2026-07-09T13:35:00,STORE,COMPLETED,60932.64,2026-07-09T13:35:00
O0015200,C003635,S018,2026-07-10T14:43:00,STORE,COMPLETED,42202.91,2026-07-10T14:43:00
O0015201,C000375,S016,2026-07-09T00:07:00,WEB,COMPLETED,76704.94,2026-07-09T00:07:00
O0015202,C001915,S018,2026-07-11T14:32:00,WEB,COMPLETED,224188.33,2026-07-11T14:32:00
O0015203,C002461,S007,2026-07-12T04:30:00,WEB,COMPLETED,150961.75,2026-07-12T04:30:00
O0015204,C001244,S017,2026-07-10T08:36:00,MOBILE,COMPLETED,102785.94,2026-07-10T08:36:00
O0015205,C004608,S022,2026-07-12T05:14:00,STORE,COMPLETED,19015.98,2026-07-12T05:14:00
O0015206,C002197,S012,2026-07-12T19:36:00,STORE,COMPLETED,44422.51,2026-07-12T19:36:00
O0015207,C003055,S016,2026-07-09T19:51:00,STORE,COMPLETED,26677.98,2026-07-09T19:51:00
O0015208,C002940,S016,2026-07-14T01:05:00,WEB,COMPLETED,79820.98,2026-07-14T01:05:00
O0015209,C000169,S006,2026-07-11T08:43:00,WEB,COMPLETED,44143.93,2026-07-11T08:43:00
O0015210,C001123,S012,2026-07-11T08:15:00,MOBILE,COMPLETED,268174.33,2026-07-11T08:15:00
O0015211,C001430,S022,2026-07-14T03:20:00,STORE,COMPLETED,59808.16,2026-07-14T03:20:00
O0015212,C000776,S008,2026-07-12T05:21:00,STORE,COMPLETED,32034.56,2026-07-12T05:21:00
O0015213,C000421,S014,2026-07-08T10:35:00,MOBILE,COMPLETED,126036.42,2026-07-08T10:35:00
O0015214,C000846,S019,2026-07-13T14:28:00,MOBILE,COMPLETED,156492.72,2026-07-13T14:28:00
O0015215,C000394,S005,2026-07-08T08:12:00,WEB,COMPLETED,5780.69,2026-07-08T08:12:00
O0015216,C002794,S003,2026-07-13T20:09:00,MOBILE,COMPLETED,109761.93,2026-07-13T20:09:00
O0015217,C000918,S024,2026-07-09T04:27:00,WEB,COMPLETED,84799.82,2026-07-09T04:27:00
O0015218,C003246,S012,2026-07-10T02:03:00,MOBILE,COMPLETED,129704.95,2026-07-10T02:03:00
O0015219,C000926,S021,2026-07-11T20:04:00,WEB,COMPLETED,218656.38,2026-07-11T20:04:00
O0015220,C001754,S005,2026-07-10T14:48:00,MOBILE,COMPLETED,112480.92,2026-07-10T14:48:00
O0015221,C004133,S003,2026-07-12T10:42:00,STORE,COMPLETED,24941.91,2026-07-12T10:42:00
O0015222,C000031,S009,2026-07-08T22:40:00,STORE,COMPLETED,21218.99,2026-07-08T22:40:00
O0015223,C004662,S004,2026-07-09T23:23:00,WEB,COMPLETED,121340.10,2026-07-09T23:23:00
O0015224,C001240,S010,2026-07-11T11:36:00,STORE,COMPLETED,89762.90,2026-07-11T11:36:00
O0015225,C001631,S019,2026-07-13T05:33:00,WEB,COMPLETED,108834.27,2026-07-13T05:33:00
O0015226,C005204,S004,2026-07-10T16:57:00,WEB,COMPLETED,35484.34,2026-07-10T16:57:00
O0015227,C004799,S003,2026-07-13T07:25:00,STORE,COMPLETED,14747.97,2026-07-13T07:25:00
O0015228,C001067,S017,2026-07-12T11:29:00,WEB,COMPLETED,86981.90,2026-07-12T11:29:00
O0015229,C002928,S015,2026-07-08T10:03:00,STORE,COMPLETED,51731.96,2026-07-08T10:03:00
O0015230,C003777,S005,2026-07-10T21:20:00,MOBILE,COMPLETED,125387.06,2026-07-10T21:20:00
O0015231,C001532,S008,2026-07-11T22:32:00,STORE,COMPLETED,36456.64,2026-07-11T22:32:00
O0015232,C003176,S013,2026-07-13T08:49:00,WEB,COMPLETED,72476.92,2026-07-13T08:49:00
O0015233,C005078,S002,2026-07-11T05:56:00,STORE,COMPLETED,73334.16,2026-07-11T05:56:00
O0015234,C003204,S025,2026-07-08T21:34:00,MOBILE,COMPLETED,63348.35,2026-07-08T21:34:00
O0015235,C000064,S010,2026-07-08T10:49:00,STORE,COMPLETED,66852.96,2026-07-08T10:49:00
O0015236,C004854,S023,2026-07-12T15:46:00,STORE,COMPLETED,29833.98,2026-07-12T15:46:00
O0015237,C004037,S004,2026-07-09T17:47:00,STORE,COMPLETED,96867.92,2026-07-09T17:47:00
O0015238,C000102,S003,2026-07-12T07:02:00,WEB,COMPLETED,58023.96,2026-07-12T07:02:00
O0015239,C000181,S021,2026-07-12T14:10:00,STORE,COMPLETED,65465.94,2026-07-12T14:10:00
O0015240,C003084,S020,2026-07-08T18:30:00,STORE,COMPLETED,37835.04,2026-07-08T18:30:00
O0015241,C000022,S016,2026-07-11T04:16:00,WEB,COMPLETED,184643.85,2026-07-11T04:16:00
O0015242,C005105,S023,2026-07-11T09:49:00,MOBILE,COMPLETED,31971.27,2026-07-11T09:49:00
O0015243,C001645,S019,2026-07-14T06:13:00,MOBILE,COMPLETED,100540.75,2026-07-14T06:13:00
O0015244,C002506,S013,2026-07-10T04:24:00,MOBILE,COMPLETED,52758.37,2026-07-10T04:24:00
O0015245,C003761,S019,2026-07-09T17:58:00,STORE,COMPLETED,32429.40,2026-07-09T17:58:00
O0015246,C001934,S024,2026-07-13T17:17:00,WEB,COMPLETED,49807.51,2026-07-13T17:17:00
O0015247,C000924,S019,2026-07-10T15:02:00,STORE,COMPLETED,58053.68,2026-07-10T15:02:00
O0015248,C001627,S001,2026-07-08T08:41:00,MOBILE,COMPLETED,55283.96,2026-07-08T08:41:00
O0015249,C003265,S008,2026-07-13T13:40:00,STORE,COMPLETED,121483.66,2026-07-13T13:40:00
O0015250,C003802,S023,2026-07-10T10:46:00,MOBILE,COMPLETED,124033.21,2026-07-10T10:46:00
O0015251,C001099,S013,2026-07-08T20:36:00,WEB,COMPLETED,44164.94,2026-07-08T20:36:00
O0015252,C003587,S016,2026-07-09T06:49:00,STORE,COMPLETED,62671.96,2026-07-09T06:49:00
O0015253,C003483,S012,2026-07-13T23:04:00,STORE,COMPLETED,202462.72,2026-07-13T23:04:00
O0015254,C001923,S011,2026-07-08T12:15:00,STORE,COMPLETED,96115.06,2026-07-08T12:15:00
