order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_amount
OI00075140,O0015042,P00500,2,18549.99,0,37099.98
OI00075141,O0015042,P00209,4,3682.99,0,14731.96
OI00075142,O0015043,P00127,1,17448.99,0,17448.99
OI00075143,O0015043,P00016,3,2241.99,10,6053.37
OI00075144,O0015044,P00474,2,14987.99,5,28477.18
OI00075145,O0015044,P00271,4,12176.99,5,46272.56
OI00075146,O0015044,P00137,4,18818.99,0,75275.96
OI00075147,O0015045,P00099,4,13612.99,0,54451.96
OI00075148,O0015045,P00325,1,19574.99,0,19574.99
OI00075149,O0015046,P00161,2,22106.99,15,37581.88
OI00075150,O0015046,P00327,4,19848.99,0,79395.96
OI00075151,O0015046,P00367,2,328.99,0,657.98
OI00075152,O0015047,P00149,2,20462.99,0,40925.98
OI00075153,O0015047,P00209,2,3682.99,0,7365.98
OI00075154,O0015048,P00039,4,5392.99,0,21571.96
OI00075155,O0015048,P00398,4,4575.99,15,15558.37
OI00075156,O0015048,P00158,1,21695.99,0,21695.99
OI00075157,O0015048,P00219,1,5052.99,15,4295.04
OI00075158,O0015049,P00463,2,13480.99,0,26961.98
OI00075159,O0015049,P00091,1,12516.99,5,11891.14
OI00075160,O0015050,P00296,2,15601.99,15,26523.38
OI00075161,O0015050,P00060,2,8269.99,0,16539.98
OI00075162,O0015050,P00282,4,13683.99,0,54735.96
OI00075163,O0015050,P00022,3,3063.99,10,8272.77
OI00075164,O0015050,P00483,2,16220.99,5,30819.88
OI00075165,O0015051,P00161,4,22106.99,10,79585.16
OI00075166,O0015051,P00315,3,18204.99,0,54614.97
OI00075167,O0015052,P00300,1,16149.99,0,16149.99
OI00075168,O0015052,P00076,1,10461.99,15,8892.69
OI00075169,O0015053,P00345,1,22314.99,0,22314.99
OI00075170,O0015053,P00072,2,9913.99,0,19827.98
OI00075171,O0015054,P00475,2,15124.99,15,25712.48
OI00075172,O0015054,P00328,1,19985.99,10,17987.39
OI00075173,O0015055,P00263,3,11080.99,0,33242.97
OI00075174,O0015056,P00478,3,15535.99,0,46607.97
OI00075175,O0015057,P00003,1,460.99,0,460.99
OI00075176,O0015057,P00030,1,4159.99,0,4159.99
OI00075177,O0015058,P00243,3,8340.99,15,21269.52
OI00075178,O0015058,P00209,1,3682.99,0,3682.99
OI00075179,O0015059,P00253,4,9710.99,0,38843.96
OI00075180,O0015059,P00166,1,22791.99,0,22791.99
OI00075181,O0015060,P00450,4,11699.99,0,46799.96
OI00075182,O0015060,P00406,3,5671.99,0,17015.97
OI00075183,O0015061,P00423,2,8000.99,5,15201.88
OI00075184,O0015061,P00306,2,16971.99,0,33943.98
OI00075185,O0015061,P00095,3,13064.99,0,39194.97
OI00075186,O0015062,P00394,2,4027.99,0,8055.98
OI00075187,O0015062,P00493,3,17590.99,0,52772.97
OI00075188,O0015062,P00435,1,9644.99,0,9644.99
OI00075189,O0015063,P00469,2,14302.99,0,28605.98
OI00075190,O0015063,P00087,4,11968.99,5,45482.16
OI00075191,O0015064,P00014,1,1967.99,0,1967.99
OI00075192,O0015064,P00257,4,10258.99,10,36932.36
OI00075193,O0015065,P00029,2,4022.99,15,6839.08
OI00075194,O0015065,P00324,4,19437.99,0,77751.96
OI00075195,O0015065,P00414,2,6767.99,0,13535.98
OI00075196,O0015065,P00138,2,18955.99,15,32225.18
OI00075197,O0015065,P00056,3,7721.99,10,20849.37
OI00075198,O0015066,P00019,2,2652.99,0,5305.98
OI00075199,O0015066,P00145,3,19914.99,0,59744.97
OI00075200,O0015066,P00448,2,11425.99,0,22851.98
OI00075201,O0015067,P00134,1,18407.99,15,15646.79
OI00075202,O0015067,P00176,2,24161.99,5,45907.78
OI00075203,O0015067,P00406,1,5671.99,0,5671.99
OI00075204,O0015068,P00128,2,17585.99,5,33413.38
OI00075205,O0015068,P00436,2,9781.99,0,19563.98
OI00075206,O0015068,P00325,3,19574.99,0,58724.97
OI00075207,O0015068,P00230,3,6559.99,0,19679.97
OI00075208,O0015069,P00270,3,12039.99,0,36119.97
OI00075209,O0015070,P00047,3,6488.99,10,17520.27
OI00075210,O0015070,P00158,1,21695.99,5,20611.19
OI00075211,O0015070,P00257,2,10258.99,0,20517.98
OI00075212,O0015070,P00068,2,9365.99,15,15922.18
OI00075213,O0015071,P00326,4,19711.99,0,78847.96
OI00075214,O0015071,P00365,2,54.99,10,98.98
OI00075215,O0015071,P00066,2,9091.99,0,18183.98
OI00075216,O0015072,P00120,4,16489.99,0,65959.96
OI00075217,O0015072,P00105,2,14434.99,10,25982.98
OI00075218,O0015072,P00061,3,8406.99,0,25220.97
OI00075219,O0015072,P00006,3,871.99,5,2485.17
OI00075220,O0015072,P00471,4,14576.99,0,58307.96
OI00075221,O0015073,P00500,1,18549.99,0,18549.99
OI00075222,O0015074,P00321,1,19026.99,0,19026.99
OI00075223,O0015074,P00194,1,1627.99,0,1627.99
OI00075224,O0015074,P00220,1,5189.99,0,5189.99
OI00075225,O0015074,P00180,2,24709.99,10,44477.98
OI00075226,O0015074,P00013,3,1830.99,15,4669.02
OI00075227,O0015075,P00222,3,5463.99,0,16391.97
OI00075228,O0015075,P00254,4,9847.99,0,39391.96
OI00075229,O0015076,P00356,1,23821.99,0,23821.99
OI00075230,O0015076,P00398,3,4575.99,0,13727.97
OI00075231,O0015077,P00122,1,16763.99,0,16763.99
OI00075232,O0015077,P00444,4,10877.99,0,43511.96
OI00075233,O0015077,P00164,2,22517.99,0,45035.98
OI00075234,O0015077,P00017,2,2378.99,0,4757.98
OI00075235,O0015078,P00337,1,21218.99,0,21218.99
OI00075236,O0015078,P00017,1,2378.99,0,2378.99
OI00075237,O0015078,P00444,1,10877.99,0,10877.99
OI00075238,O0015078,P00301,2,16286.99,15,27687.88
OI00075239,O0015078,P00463,4,13480.99,10,48531.56
OI00075240,O0015079,P00274,2,12587.99,5,23917.18
OI00075241,O0015080,P00443,2,10740.99,10,19333.78
OI00075242,O0015080,P00030,2,4159.99,10,7487.98
OI00075243,O0015080,P00480,3,15809.99,0,47429.97
OI00075244,O0015081,P00453,1,12110.99,10,10899.89
OI00075245,O0015081,P00177,3,24298.99,5,69252.12
OI00075246,O0015081,P00016,3,2241.99,5,6389.67
OI00075247,O0015081,P00226,4,6011.99,0,24047.96
OI00075248,O0015081,P00206,1,3271.99,0,3271.99
OI00075249,O0015082,P00150,1,20599.99,0,20599.99
OI00075250,O0015082,P00229,2,6422.99,0,12845.98
OI00075251,O0015082,P00424,1,8137.99,15,6917.29
OI00075252,O0015082,P00085,4,11694.99,5,44440.96
OI00075253,O0015082,P00145,3,19914.99,15,50783.22
OI00075254,O0015083,P00215,4,4504.99,0,18019.96
OI00075255,O0015083,P00406,2,5671.99,15,9642.38
OI00075256,O0015083,P00452,4,11973.99,15,40711.57
OI00075257,O0015084,P00277,4,12998.99,0,51995.96
OI00075258,O0015084,P00116,2,15941.99,5,30289.78
OI00075259,O0015084,P00368,3,465.99,0,1397.97
OI00075260,O0015085,P00137,1,18818.99,0,18818.99
OI00075261,O0015085,P00455,3,12384.99,0,37154.97
OI00075262,O0015085,P00059,2,8132.99,0,16265.98
OI00075263,O0015085,P00464,3,13617.99,0,40853.97
OI00075264,O0015085,P00352,1,23273.99,10,20946.59
OI00075265,O0015086,P00260,1,10669.99,0,10669.99
OI00075266,O0015086,P00364,2,24917.99,10,44852.38
OI00075267,O0015086,P00247,1,8888.99,15,7555.64
OI00075268,O0015086,P00128,3,17585.99,0,52757.97
OI00075269,O0015086,P00114,1,15667.99,0,15667.99
OI00075270,O0015087,P00367,4,328.99,0,1315.96
OI00075271,O0015088,P00368,3,465.99,0,1397.97
OI00075272,O0015088,P00035,4,4844.99,0,19379.96
OI00075273,O0015089,P00196,1,1901.99,10,1711.79
OI00075274,O0015089,P00292,3,15053.99,0,45161.97
OI00075275,O0015090,P00201,1,2586.99,15,2198.94
OI00075276,O0015091,P00394,2,4027.99,0,8055.98
OI00075277,O0015092,P00239,2,7792.99,10,14027.38
OI00075278,O0015092,P00376,2,1561.99,10,2811.58
OI00075279,O0015093,P00100,1,13749.99,5,13062.49
OI00075280,O0015093,P00028,2,3885.99,15,6606.18
OI00075281,O0015093,P00227,4,6148.99,0,24595.96
OI00075282,O0015093,P00295,1,15464.99,0,15464.99
OI00075283,O0015094,P00406,1,5671.99,10,5104.79
OI00075284,O0015095,P00402,1,5123.99,0,5123.99
OI00075285,O0015095,P00196,2,1901.99,0,3803.98
OI00075286,O0015095,P00361,2,24506.99,0,49013.98
OI00075287,O0015095,P00427,3,8548.99,0,25646.97
OI00075288,O0015095,P00311,1,17656.99,0,17656.99
OI00075289,O0015096,P00440,3,10329.99,0,30989.97
OI00075290,O0015096,P00380,1,2109.99,5,2004.49
OI00075291,O0015096,P00356,2,23821.99,0,47643.98
OI00075292,O0015096,P00260,3,10669.99,0,32009.97
OI00075293,O0015097,P00151,1,20736.99,0,20736.99
OI00075294,O0015097,P00242,1,8203.99,0,8203.99
OI00075295,O0015097,P00099,4,13612.99,0,54451.96
OI00075296,O0015097,P00423,4,8000.99,0,32003.96
OI00075297,O0015097,P00362,3,24643.99,5,70235.37
OI00075298,O0015098,P00260,3,10669.99,0,32009.97
OI00075299,O0015098,P00469,3,14302.99,15,36472.62
OI00075300,O0015098,P00225,3,5874.99,0,17624.97
OI00075301,O0015099,P00377,2,1698.99,0,3397.98
OI00075302,O0015099,P00197,3,2038.99,0,6116.97
OI00075303,O0015099,P00266,1,11491.99,0,11491.99
OI00075304,O0015099,P00027,4,3748.99,10,13496.36
OI00075305,O0015099,P00209,3,3682.99,5,10496.52
OI00075306,O0015100,P00495,2,17864.99,0,35729.98
OI00075307,O0015101,P00444,1,10877.99,0,10877.99
OI00075308,O0015102,P00221,1,5326.99,15,4527.94
OI00075309,O0015102,P00443,4,10740.99,0,42963.96
OI00075310,O0015102,P00422,4,7863.99,15,26737.57
OI00075311,O0015103,P00094,2,12927.99,0,25855.98
OI00075312,O0015103,P00433,4,9370.99,0,37483.96
OI00075313,O0015103,P00098,3,13475.99,0,40427.97
OI00075314,O0015104,P00235,4,7244.99,0,28979.96
OI00075315,O0015105,P00302,2,16423.99,15,27920.78
OI00075316,O0015106,P00156,1,21421.99,0,21421.99
OI00075317,O0015107,P00027,3,3748.99,0,11246.97
OI00075318,O0015107,P00062,4,8543.99,5,32467.16
OI00075319,O0015107,P00103,1,14160.99,0,14160.99
OI00075320,O0015107,P00319,1,18752.99,0,18752.99
OI00075321,O0015107,P00320,4,18889.99,0,75559.96
OI00075322,O0015108,P00003,2,460.99,0,921.98
OI00075323,O0015108,P00042,2,5803.99,0,11607.98
OI00075324,O0015108,P00249,3,9162.99,15,23365.62
OI00075325,O0015108,P00310,4,17519.99,0,70079.96
OI00075326,O0015109,P00334,1,20807.99,15,17686.79
OI00075327,O0015109,P00115,1,15804.99,5,15014.74
OI00075328,O0015109,P00122,3,16763.99,0,50291.97
OI00075329,O0015109,P00052,4,7173.99,15,24391.57
OI00075330,O0015109,P00158,3,21695.99,0,65087.97
OI00075331,O0015110,P00219,3,5052.99,0,15158.97
OI00075332,O0015110,P00362,2,24643.99,5,46823.58
OI00075333,O0015111,P00448,2,11425.99,0,22851.98
OI00075334,O0015112,P00311,1,17656.99,0,17656.99
OI00075335,O0015112,P00077,3,10598.99,15,27027.42
OI00075336,O0015112,P00264,3,11217.99,0,33653.97
OI00075337,O0015112,P00077,4,10598.99,0,42395.96
OI00075338,O0015113,P00209,1,3682.99,5,3498.84
OI00075339,O0015113,P00437,3,9918.99,0,29756.97
OI00075340,O0015113,P00136,4,18681.99,0,74727.96
OI00075341,O0015113,P00402,2,5123.99,5,9735.58
OI00075342,O0015114,P00400,4,4849.99,0,19399.96
OI00075343,O0015114,P00122,4,16763.99,10,60350.36
OI00075344,O0015114,P00127,3,17448.99,15,44494.92
OI00075345,O0015115,P00485,2,16494.99,0,32989.98
OI00075346,O0015115,P00358,2,24095.99,0,48191.98
OI00075347,O0015115,P00110,4,15119.99,0,60479.96
OI00075348,O0015115,P00097,2,13338.99,15,22676.28
OI00075349,O0015116,P00303,3,16560.99,15,42230.52
OI00075350,O0015116,P00309,3,17382.99,0,52148.97
OI00075351,O0015116,P00292,4,15053.99,0,60215.96
OI00075352,O0015116,P00497,1,18138.99,15,15418.14
OI00075353,O0015116,P00258,4,10395.99,0,41583.96
OI00075354,O0015117,P00109,4,14982.99,10,53938.76
OI00075355,O0015118,P00190,2,1079.99,0,2159.98
OI00075356,O0015118,P00367,1,328.99,10,296.09
OI00075357,O0015118,P00141,3,19366.99,10,52290.87
OI00075358,O0015118,P00227,3,6148.99,0,18446.97
OI00075359,O0015119,P00469,1,14302.99,0,14302.99
OI00075360,O0015119,P00399,3,4712.99,10,12725.07
OI00075361,O0015119,P00233,3,6970.99,5,19867.32
OI00075362,O0015119,P00407,1,5808.99,0,5808.99
OI00075363,O0015120,P00374,4,1287.99,5,4894.36
OI00075364,O0015120,P00357,4,23958.99,15,81460.57
OI00075365,O0015120,P00251,4,9436.99,0,37747.96
OI00075366,O0015121,P00282,1,13683.99,15,11631.39
OI00075367,O0015121,P00498,1,18275.99,15,15534.59
OI00075368,O0015122,P00264,4,11217.99,0,44871.96
OI00075369,O0015122,P00453,1,12110.99,0,12110.99
OI00075370,O0015123,P00184,4,257.99,0,1031.96
OI00075371,O0015123,P00458,2,12795.99,0,25591.98
OI00075372,O0015124,P00334,3,20807.99,0,62423.97
OI00075373,O0015125,P00392,1,3753.99,15,3190.89
OI00075374,O0015125,P00332,2,20533.99,0,41067.98
OI00075375,O0015125,P00206,4,3271.99,15,11124.77
OI00075376,O0015125,P00343,1,22040.99,10,19836.89
OI00075377,O0015125,P00479,1,15672.99,0,15672.99
OI00075378,O0015126,P00015,1,2104.99,5,1999.74
OI00075379,O0015126,P00178,1,24435.99,10,21992.39
OI00075380,O0015127,P00402,4,5123.99,0,20495.96
OI00075381,O0015127,P00275,2,12724.99,0,25449.98
OI00075382,O0015127,P00292,3,15053.99,0,45161.97
OI00075383,O0015127,P00276,4,12861.99,15,43730.77
OI00075384,O0015127,P00072,2,9913.99,0,19827.98
OI00075385,O0015128,P00387,2,3068.99,15,5217.28
OI00075386,O0015128,P00486,1,16631.99,5,15800.39
OI00075387,O0015129,P00441,4,10466.99,0,41867.96
OI00075388,O0015129,P00374,3,1287.99,0,3863.97
OI00075389,O0015129,P00295,2,15464.99,15,26290.48
OI00075390,O0015130,P00394,3,4027.99,0,12083.97
OI00075391,O0015130,P00258,4,10395.99,5,39504.76
OI00075392,O0015131,P00357,4,23958.99,0,95835.96
OI00075393,O0015131,P00193,4,1490.99,0,5963.96
OI00075394,O0015131,P00382,2,2383.99,0,4767.98
OI00075395,O0015131,P00145,4,19914.99,0,79659.96
OI00075396,O0015132,P00442,2,10603.99,0,21207.98
OI00075397,O0015132,P00216,4,4641.99,0,18567.96
OI00075398,O0015132,P00208,4,3545.99,5,13474.76
OI00075399,O0015132,P00239,3,7792.99,5,22210.02
OI00075400,O0015132,P00500,4,18549.99,5,70489.96
OI00075401,O0015133,P00218,4,4915.99,0,19663.96
OI00075402,O0015133,P00430,4,8959.99,0,35839.96
OI00075403,O0015133,P00080,4,11009.99,5,41837.96
OI00075404,O0015133,P00217,4,4778.99,0,19115.96
OI00075405,O0015133,P00271,3,12176.99,0,36530.97
OI00075406,O0015134,P00374,2,1287.99,0,2575.98
OI00075407,O0015134,P00170,3,23339.99,0,70019.97
OI00075408,O0015134,P00459,2,12932.99,0,25865.98
OI00075409,O0015134,P00402,4,5123.99,15,17421.57
OI00075410,O0015134,P00020,4,2789.99,5,10601.96
OI00075411,O0015135,P00094,4,12927.99,0,51711.96
OI00075412,O0015136,P00081,3,11146.99,10,30096.87
OI00075413,O0015136,P00363,2,24780.99,0,49561.98
OI00075414,O0015137,P00245,3,8614.99,0,25844.97
OI00075415,O0015137,P00260,2,10669.99,5,20272.98
OI00075416,O0015137,P00254,2,9847.99,0,19695.98
OI00075417,O0015137,P00313,4,17930.99,0,71723.96
OI00075418,O0015138,P00051,1,7036.99,0,7036.99
OI00075419,O0015138,P00163,2,22380.99,15,38047.68
OI00075420,O0015138,P00288,1,14505.99,15,12330.09
OI00075421,O0015138,P00033,2,4570.99,0,9141.98
OI00075422,O0015138,P00179,2,24572.99,0,49145.98
OI00075423,O0015139,P00234,2,7107.99,0,14215.98
OI00075424,O0015139,P00263,1,11080.99,0,11080.99
OI00075425,O0015139,P00377,4,1698.99,0,6795.96
OI00075426,O0015139,P00418,3,7315.99,15,18655.77
OI00075427,O0015140,P00021,3,2926.99,15,7463.82
OI00075428,O0015140,P00419,1,7452.99,0,7452.99
OI00075429,O0015140,P00106,2,14571.99,5,27686.78
OI00075430,O0015140,P00031,4,4296.99,0,17187.96
OI00075431,O0015140,P00185,3,394.99,5,1125.72
OI00075432,O0015141,P00309,1,17382.99,5,16513.84
OI00075433,O0015141,P00110,1,15119.99,10,13607.99
OI00075434,O0015141,P00057,2,7858.99,5,14932.08
OI00075435,O0015142,P00001,3,186.99,0,560.97
OI00075436,O0015142,P00401,1,4986.99,0,4986.99
OI00075437,O0015142,P00272,1,12313.99,0,12313.99
OI00075438,O0015142,P00278,1,13135.99,15,11165.59
OI00075439,O0015142,P00138,1,18955.99,10,17060.39
OI00075440,O0015143,P00376,4,1561.99,0,6247.96
OI00075441,O0015143,P00407,4,5808.99,0,23235.96
OI00075442,O0015144,P00260,4,10669.99,10,38411.96
OI00075443,O0015144,P00047,1,6488.99,0,6488.99
OI00075444,O0015144,P00074,1,10187.99,15,8659.79
OI00075445,O0015144,P00086,1,11831.99,0,11831.99
OI00075446,O0015144,P00159,3,21832.99,5,62224.02
OI00075447,O0015145,P00388,1,3205.99,5,3045.69
OI00075448,O0015145,P00020,2,2789.99,0,5579.98
OI00075449,O0015145,P00391,1,3616.99,10,3255.29
OI00075450,O0015145,P00105,2,14434.99,0,28869.98
OI00075451,O0015145,P00259,1,10532.99,0,10532.99
OI00075452,O0015146,P00277,1,12998.99,5,12349.04
OI00075453,O0015146,P00155,1,21284.99,15,18092.24
OI00075454,O0015146,P00075,4,10324.99,0,41299.96
OI00075455,O0015146,P00347,1,22588.99,5,21459.54
OI00075456,O0015146,P00210,3,3819.99,0,11459.97
OI00075457,O0015147,P00193,3,1490.99,0,4472.97
OI00075458,O0015147,P00108,4,14845.99,15,50476.37
OI00075459,O0015147,P00123,1,16900.99,0,16900.99
OI00075460,O0015147,P00099,2,13612.99,15,23142.08
OI00075461,O0015147,P00264,2,11217.99,0,22435.98
OI00075462,O0015148,P00307,1,17108.99,0,17108.99
OI00075463,O0015148,P00420,3,7589.99,0,22769.97
OI00075464,O0015148,P00284,2,13957.99,0,27915.98
OI00075465,O0015148,P00361,3,24506.99,0,73520.97
OI00075466,O0015148,P00006,4,871.99,0,3487.96
OI00075467,O0015149,P00352,4,23273.99,5,88441.16
OI00075468,O0015149,P00414,1,6767.99,15,5752.79
OI00075469,O0015149,P00279,3,13272.99,15,33846.12
OI00075470,O0015150,P00172,2,23613.99,5,44866.58
OI00075471,O0015150,P00452,1,11973.99,5,11375.29
OI00075472,O0015151,P00495,4,17864.99,5,67886.96
OI00075473,O0015151,P00485,4,16494.99,0,65979.96
OI00075474,O0015151,P00250,3,9299.99,15,23714.97
OI00075475,O0015151,P00034,4,4707.99,15,16007.17
OI00075476,O0015152,P00017,2,2378.99,0,4757.98
OI00075477,O0015152,P00292,1,15053.99,0,15053.99
OI00075478,O0015152,P00462,4,13343.99,0,53375.96
OI00075479,O0015152,P00164,4,22517.99,5,85568.36
OI00075480,O0015153,P00273,4,12450.99,15,42333.37
OI00075481,O0015153,P00137,2,18818.99,10,33874.18
OI00075482,O0015153,P00419,4,7452.99,0,29811.96
OI00075483,O0015154,P00141,2,19366.99,10,34860.58
OI00075484,O0015154,P00299,4,16012.99,0,64051.96
OI00075485,O0015154,P00453,3,12110.99,10,32699.67
