store_id,product_id,stock_quantity,reorder_level,snapshot_date
S001,P00208,72,25,2026-07-01
S001,P00209,157,25,2026-07-01
S001,P00210,165,25,2026-07-01
S001,P00211,147,25,2026-07-01
S001,P00212,162,25,2026-07-01
S001,P00213,222,25,2026-07-01
S001,P00214,148,25,2026-07-01
S001,P00215,280,25,2026-07-01
S001,P00216,108,25,2026-07-01
S001,P00217,161,25,2026-07-01
S001,P00218,129,25,2026-07-01
S001,P00219,67,25,2026-07-01
S001,P00220,215,25,2026-07-01
S001,P00221,64,25,2026-07-01
S001,P00222,122,25,2026-07-01
S001,P00223,172,25,2026-07-01
S001,P00224,9,25,2026-07-01
S001,P00225,111,25,2026-07-01
S001,P00226,138,25,2026-07-01
S001,P00227,98,25,2026-07-01
S001,P00228,201,25,2026-07-01
S001,P00229,86,25,2026-07-01
S001,P00230,156,25,2026-07-01
S001,P00231,203,25,2026-07-01
S001,P00232,171,25,2026-07-01
S001,P00233,144,25,2026-07-01
S001,P00234,256,25,2026-07-01
S001,P00235,116,25,2026-07-01
S001,P00236,21,25,2026-07-01
S001,P00237,147,25,2026-07-01
S001,P00238,258,25,2026-07-01
S001,P00239,115,25,2026-07-01
S001,P00240,69,25,2026-07-01
S001,P00241,107,25,2026-07-01
S001,P00242,62,25,2026-07-01
S001,P00243,229,25,2026-07-01
S001,P00244,113,25,2026-07-01
S001,P00245,274,25,2026-07-01
S001,P00246,73,25,2026-07-01
S001,P00247,143,25,2026-07-01
S001,P00248,170,25,2026-07-01
S001,P00249,163,25,2026-07-01
S001,P00250,244,25,2026-07-01
S001,P00251,183,25,2026-07-01
S001,P00252,253,25,2026-07-01
S001,P00253,24,25,2026-07-01
S001,P00254,46,25,2026-07-01
S001,P00255,197,25,2026-07-01
S001,P00256,262,25,2026-07-01
S001,P00257,204,25,2026-07-01
S001,P00258,202,25,2026-07-01
S001,P00259,180,25,2026-07-01
S001,P00260,286,25,2026-07-01
S001,P00261,160,25,2026-07-01
S001,P00262,188,25,2026-07-01
S001,P00263,190,25,2026-07-01
S001,P00264,190,25,2026-07-01
S001,P00265,187,25,2026-07-01
S001,P00266,149,25,2026-07-01
S001,P00267,117,25,2026-07-01
S001,P00268,259,25,2026-07-01
S001,P00269,99,25,2026-07-01
S001,P00270,117,25,2026-07-01
S001,P00271,75,25,2026-07-01
S001,P00272,118,25,2026-07-01
S001,P00273,37,25,2026-07-01
S001,P00274,282,25,2026-07-01
S001,P00275,197,25,2026-07-01
S001,P00276,272,25,2026-07-01
S001,P00277,68,25,2026-07-01
S001,P00278,37,25,2026-07-01
S001,P00279,256,25,2026-07-01
S001,P00280,185,25,2026-07-01
S001,P00281,55,25,2026-07-01
S001,P00282,156,25,2026-07-01
S001,P00283,237,25,2026-07-01
S001,P00284,84,25,2026-07-01
S001,P00285,6,25,2026-07-01
S001,P00286,150,25,2026-07-01
S001,P00287,294,25,2026-07-01
S001,P00288,215,25,2026-07-01
S001,P00289,211,25,2026-07-01
S001,P00290,284,25,2026-07-01
S001,P00291,229,25,2026-07-01
S001,P00292,27,25,2026-07-01
S001,P00293,110,25,2026-07-01
S001,P00294,242,25,2026-07-01
S001,P00295,113,25,2026-07-01
S001,P00296,257,25,2026-07-01
S001,P00297,191,25,2026-07-01
S001,P00298,281,25,2026-07-01
S001,P00299,189,25,2026-07-01
S001,P00300,10,25,2026-07-01
S001,P00301,297,25,2026-07-01
S001,P00302,223,25,2026-07-01
S001,P00303,127,25,2026-07-01
S001,P00304,236,25,2026-07-01
S001,P00305,252,25,2026-07-01
S001,P00306,59,25,2026-07-01
S001,P00307,235,25,2026-07-01
S001,P00308,230,25,2026-07-01
S001,P00309,252,25,2026-07-01
S001,P00310,268,25,2026-07-01
S001,P00311,232,25,2026-07-01
S001,P00312,112,25,2026-07-01
S001,P00313,150,25,2026-07-01
S001,P00314,71,25,2026-07-01
S001,P00315,279,25,2026-07-01
S001,P00316,50,25,2026-07-01
S001,P00317,170,25,2026-07-01
S001,P00318,7,25,2026-07-01
S001,P00319,211,25,2026-07-01
S001,P00320,262,25,2026-07-01
S001,P00321,102,25,2026-07-01
S001,P00322,278,25,2026-07-01
S001,P00323,55,25,2026-07-01
S001,P00324,150,25,2026-07-01
S001,P00325,168,25,2026-07-01
S001,P00326,59,25,2026-07-01
S001,P00327,99,25,2026-07-01
S001,P00328,130,25,2026-07-01
S001,P00329,204,25,2026-07-01
S001,P00330,154,25,2026-07-01
S001,P00331,80,25,2026-07-01
S001,P00332,53,25,2026-07-01
S001,P00333,87,25,2026-07-01
S001,P00334,225,25,2026-07-01
S001,P00335,207,25,2026-07-01
S001,P00336,34,25,2026-07-01
S001,P00337,237,25,2026-07-01
S001,P00338,0,25,2026-07-01
S001,P00339,198,25,2026-07-01
S001,P00340,260,25,2026-07-01
S001,P00341,174,25,2026-07-01
S001,P00342,243,25,2026-07-01
S001,P00343,266,25,2026-07-01
S001,P00344,148,25,2026-07-01
S001,P00345,145,25,2026-07-01
S001,P00346,261,25,2026-07-01
S001,P00347,154,25,2026-07-01
S001,P00348,1,25,2026-07-01
S001,P00349,154,25,2026-07-01
S001,P00350,89,25,2026-07-01
S001,P00351,284,25,2026-07-01
S001,P00352,72,25,2026-07-01
S001,P00353,162,25,2026-07-01
S001,P00354,133,25,2026-07-01
S001,P00355,223,25,2026-07-01
S001,P00356,188,25,2026-07-01
S001,P00357,231,25,2026-07-01
S001,P00358,58,25,2026-07-01
S001,P00359,256,25,2026-07-01
S001,P00360,247,25,2026-07-01
S001,P00361,298,25,2026-07-01
S001,P00362,268,25,2026-07-01
S001,P00363,269,25,2026-07-01
S001,P00364,21,25,2026-07-01
S001,P00365,19,25,2026-07-01
S001,P00366,152,25,2026-07-01
S001,P00367,200,25,2026-07-01
S001,P00368,47,25,2026-07-01
S001,P00369,90,25,2026-07-01
S001,P00370,196,25,2026-07-01
S001,P00371,50,25,2026-07-01
S001,P00372,285,25,2026-07-01
S001,P00373,45,25,2026-07-01
S001,P00374,272,25,2026-07-01
S001,P00375,260,25,2026-07-01
S001,P00376,152,25,2026-07-01
S001,P00377,83,25,2026-07-01
S001,P00378,60,25,2026-07-01
S001,P00379,170,25,2026-07-01
S001,P00380,153,25,2026-07-01
S001,P00381,272,25,2026-07-01
S001,P00382,68,25,2026-07-01
S001,P00383,13,25,2026-07-01
S001,P00384,138,25,2026-07-01
S001,P00385,45,25,2026-07-01
S001,P00386,97,25,2026-07-01
S001,P00387,182,25,2026-07-01
S001,P00388,24,25,2026-07-01
S001,P00389,69,25,2026-07-01
S001,P00390,138,25,2026-07-01
S001,P00391,258,25,2026-07-01
S001,P00392,295,25,2026-07-01
S001,P00393,209,25,2026-07-01
S001,P00394,145,25,2026-07-01
S001,P00395,83,25,2026-07-01
S001,P00396,68,25,2026-07-01
S001,P00397,9,25,2026-07-01
S001,P00398,29,25,2026-07-01
S001,P00399,233,25,2026-07-01
S001,P00400,219,25,2026-07-01
S001,P00401,184,25,2026-07-01
S001,P00402,80,25,2026-07-01
S001,P00403,20,25,2026-07-01
S001,P00404,21,25,2026-07-01
S001,P00405,136,25,2026-07-01
S001,P00406,135,25,2026-07-01
S001,P00407,235,25,2026-07-01
S001,P00408,34,25,2026-07-01
S001,P00409,282,25,2026-07-01
S001,P00410,41,25,2026-07-01
S001,P00411,32,25,2026-07-01
S001,P00412,46,25,2026-07-01
S001,P00413,219,25,2026-07-01
S001,P00414,255,25,2026-07-01
S001,P00415,236,25,2026-07-01
S001,P00416,27,25,2026-07-01
S001,P00417,140,25,2026-07-01
S001,P00418,26,25,2026-07-01
S001,P00419,64,25,2026-07-01
S001,P00420,108,25,2026-07-01
S001,P00421,120,25,2026-07-01
S001,P00422,285,25,2026-07-01
S001,P00423,171,25,2026-07-01
S001,P00424,170,25,2026-07-01
S001,P00425,283,25,2026-07-01
S001,P00426,28,25,2026-07-01
S001,P00427,9,25,2026-07-01
S001,P00428,275,25,2026-07-01
S001,P00429,50,25,2026-07-01
S001,P00430,140,25,2026-07-01
S001,P00431,17,25,2026-07-01
S001,P00432,221,25,2026-07-01
S001,P00433,135,25,2026-07-01
S001,P00434,245,25,2026-07-01
S001,P00435,88,25,2026-07-01
S001,P00436,3,25,2026-07-01
S001,P00437,225,25,2026-07-01
S001,P00438,132,25,2026-07-01
S001,P00439,140,25,2026-07-01
S001,P00440,40,25,2026-07-01
S001,P00441,32,25,2026-07-01
S001,P00442,51,25,2026-07-01
S001,P00443,90,25,2026-07-01
S001,P00444,159,25,2026-07-01
S001,P00445,44,25,2026-07-01
S001,P00446,266,25,2026-07-01
S001,P00447,126,25,2026-07-01
S001,P00448,85,25,2026-07-01
S001,P00449,73,25,2026-07-01
S001,P00450,206,25,2026-07-01
S001,P00451,87,25,2026-07-01
S001,P00452,290,25,2026-07-01
S001,P00453,9,25,2026-07-01
S001,P00454,241,25,2026-07-01
S001,P00455,211,25,2026-07-01
S001,P00456,125,25,2026-07-01
S001,P00457,258,25,2026-07-01
S001,P00458,77,25,2026-07-01
S001,P00459,168,25,2026-07-01
S001,P00460,229,25,2026-07-01
S001,P00461,267,25,2026-07-01
S001,P00462,223,25,2026-07-01
S001,P00463,103,25,2026-07-01
S001,P00464,201,25,2026-07-01
S001,P00465,61,25,2026-07-01
S001,P00466,109,25,2026-07-01
S001,P00467,282,25,2026-07-01
S001,P00468,128,25,2026-07-01
S001,P00469,151,25,2026-07-01
S001,P00470,15,25,2026-07-01
S001,P00471,18,25,2026-07-01
S001,P00472,154,25,2026-07-01
S001,P00473,264,25,2026-07-01
S001,P00474,184,25,2026-07-01
S001,P00475,63,25,2026-07-01
S001,P00476,240,25,2026-07-01
S001,P00477,14,25,2026-07-01
S001,P00478,223,25,2026-07-01
S001,P00479,34,25,2026-07-01
S001,P00480,142,25,2026-07-01
S001,P00481,13,25,2026-07-01
S001,P00482,123,25,2026-07-01
S001,P00483,103,25,2026-07-01
S001,P00484,56,25,2026-07-01
S001,P00485,200,25,2026-07-01
S001,P00486,134,25,2026-07-01
S001,P00487,129,25,2026-07-01
S001,P00488,217,25,2026-07-01
S001,P00489,179,25,2026-07-01
S001,P00490,136,25,2026-07-01
S001,P00491,78,25,2026-07-01
S001,P00492,214,25,2026-07-01
S001,P00493,2,25,2026-07-01
S001,P00494,30,25,2026-07-01
S001,P00495,76,25,2026-07-01
S001,P00496,28,25,2026-07-01
S001,P00497,58,25,2026-07-01
S001,P00498,96,25,2026-07-01
S001,P00499,38,25,2026-07-01
S001,P00500,219,25,2026-07-01
S002,P00001,120,25,2026-07-01
S002,P00002,75,25,2026-07-01
S002,P00003,237,25,2026-07-01
S002,P00004,229,25,2026-07-01
S002,P00005,138,25,2026-07-01
S002,P00006,83,25,2026-07-01
S002,P00007,275,25,2026-07-01
S002,P00008,231,25,2026-07-01
S002,P00009,181,25,2026-07-01
S002,P00010,143,25,2026-07-01
S002,P00011,115,25,2026-07-01
S002,P00012,103,25,2026-07-01
S002,P00013,156,25,2026-07-01
S002,P00014,93,25,2026-07-01
S002,P00015,176,25,2026-07-01
S002,P00016,11,25,2026-07-01
S002,P00017,223,25,2026-07-01
S002,P00018,195,25,2026-07-01
S002,P00019,238,25,2026-07-01
S002,P00020,188,25,2026-07-01
S002,P00021,266,25,2026-07-01
S002,P00022,53,25,2026-07-01
S002,P00023,90,25,2026-07-01
S002,P00024,277,25,2026-07-01
S002,P00025,80,25,2026-07-01
S002,P00026,210,25,2026-07-01
S002,P00027,246,25,2026-07-01
S002,P00028,84,25,2026-07-01
S002,P00029,159,25,2026-07-01
S002,P00030,136,25,2026-07-01
S002,P00031,71,25,2026-07-01
S002,P00032,147,25,2026-07-01
S002,P00033,281,25,2026-07-01
S002,P00034,241,25,2026-07-01
S002,P00035,285,25,2026-07-01
S002,P00036,56,25,2026-07-01
S002,P00037,199,25,2026-07-01
S002,P00038,177,25,2026-07-01
S002,P00039,219,25,2026-07-01
S002,P00040,71,25,2026-07-01
S002,P00041,48,25,2026-07-01
S002,P00042,52,25,2026-07-01
S002,P00043,45,25,2026-07-01
S002,P00044,207,25,2026-07-01
S002,P00045,15,25,2026-07-01
S002,P00046,90,25,2026-07-01
S002,P00047,37,25,2026-07-01
S002,P00048,175,25,2026-07-01
S002,P00049,164,25,2026-07-01
S002,P00050,120,25,2026-07-01
S002,P00051,237,25,2026-07-01
S002,P00052,41,25,2026-07-01
S002,P00053,87,25,2026-07-01
S002,P00054,5,25,2026-07-01
S002,P00055,246,25,2026-07-01
S002,P00056,60,25,2026-07-01
S002,P00057,65,25,2026-07-01
S002,P00058,125,25,2026-07-01
S002,P00059,200,25,2026-07-01
S002,P00060,173,25,2026-07-01
S002,P00061,49,25,2026-07-01
S002,P00062,211,25,2026-07-01
S002,P00063,11,25,2026-07-01
S002,P00064,221,25,2026-07-01
S002,P00065,63,25,2026-07-01
S002,P00066,12,25,2026-07-01
S002,P00067,77,25,2026-07-01
S002,P00068,53,25,2026-07-01
S002,P00069,282,25,2026-07-01
S002,P00070,37,25,2026-07-01
S002,P00071,256,25,2026-07-01
S002,P00072,225,25,2026-07-01
S002,P00073,67,25,2026-07-01
S002,P00074,255,25,2026-07-01
S002,P00075,275,25,2026-07-01
S002,P00076,207,25,2026-07-01
S002,P00077,80,25,2026-07-01
S002,P00078,242,25,2026-07-01
S002,P00079,237,25,2026-07-01
S002,P00080,171,25,2026-07-01
S002,P00081,279,25,2026-07-01
S002,P00082,238,25,2026-07-01
S002,P00083,209,25,2026-07-01
S002,P00084,84,25,2026-07-01
S002,P00085,239,25,2026-07-01
S002,P00086,56,25,2026-07-01
S002,P00087,290,25,2026-07-01
S002,P00088,288,25,2026-07-01
S002,P00089,288,25,2026-07-01
S002,P00090,276,25,2026-07-01
S002,P00091,146,25,2026-07-01
S002,P00092,39,25,2026-07-01
S002,P00093,299,25,2026-07-01
S002,P00094,271,25,2026-07-01
S002,P00095,138,25,2026-07-01
S002,P00096,92,25,2026-07-01
S002,P00097,30,25,2026-07-01
S002,P00098,76,25,2026-07-01
S002,P00099,183,25,2026-07-01
S002,P00100,132,25,2026-07-01
S002,P00101,280,25,2026-07-01
S002,P00102,15,25,2026-07-01
S002,P00103,45,25,2026-07-01
S002,P00104,229,25,2026-07-01
S002,P00105,123,25,2026-07-01
S002,P00106,12,25,2026-07-01
S002,P00107,292,25,2026-07-01
S002,P00108,275,25,2026-07-01
S002,P00109,143,25,2026-07-01
S002,P00110,239,25,2026-07-01
S002,P00111,236,25,2026-07-01
S002,P00112,33,25,2026-07-01
S002,P00113,107,25,2026-07-01
S002,P00114,82,25,2026-07-01
S002,P00115,283,25,2026-07-01
S002,P00116,155,25,2026-07-01
S002,P00117,209,25,2026-07-01
S002,P00118,252,25,2026-07-01
S002,P00119,102,25,2026-07-01
S002,P00120,104,25,2026-07-01
S002,P00121,50,25,2026-07-01
S002,P00122,115,25,2026-07-01
S002,P00123,267,25,2026-07-01
S002,P00124,125,25,2026-07-01
S002,P00125,271,25,2026-07-01
S002,P00126,241,25,2026-07-01
S002,P00127,248,25,2026-07-01
S002,P00128,127,25,2026-07-01
S002,P00129,114,25,2026-07-01
S002,P00130,120,25,2026-07-01
S002,P00131,237,25,2026-07-01
S002,P00132,78,25,2026-07-01
S002,P00133,62,25,2026-07-01
S002,P00134,41,25,2026-07-01
S002,P00135,94,25,2026-07-01
S002,P00136,154,25,2026-07-01
S002,P00137,83,25,2026-07-01
S002,P00138,174,25,2026-07-01
S002,P00139,177,25,2026-07-01
S002,P00140,176,25,2026-07-01
S002,P00141,52,25,2026-07-01
S002,P00142,223,25,2026-07-01
S002,P00143,8,25,2026-07-01
S002,P00144,27,25,2026-07-01
S002,P00145,212,25,2026-07-01
S002,P00146,151,25,2026-07-01
S002,P00147,145,25,2026-07-01
S002,P00148,298,25,2026-07-01
S002,P00149,192,25,2026-07-01
S002,P00150,116,25,2026-07-01
S002,P00151,156,25,2026-07-01
S002,P00152,227,25,2026-07-01
S002,P00153,263,25,2026-07-01
S002,P00154,160,25,2026-07-01
S002,P00155,30,25,2026-07-01
S002,P00156,286,25,2026-07-01
S002,P00157,218,25,2026-07-01
S002,P00158,58,25,2026-07-01
S002,P00159,210,25,2026-07-01
S002,P00160,43,25,2026-07-01
S002,P00161,4,25,2026-07-01
S002,P00162,9,25,2026-07-01
S002,P00163,258,25,2026-07-01
S002,P00164,52,25,2026-07-01
S002,P00165,166,25,2026-07-01
S002,P00166,209,25,2026-07-01
S002,P00167,107,25,2026-07-01
S002,P00168,145,25,2026-07-01
S002,P00169,171,25,2026-07-01
S002,P00170,118,25,2026-07-01
S002,P00171,300,25,2026-07-01
S002,P00172,60,25,2026-07-01
S002,P00173,279,25,2026-07-01
S002,P00174,232,25,2026-07-01
S002,P00175,180,25,2026-07-01
S002,P00176,108,25,2026-07-01
S002,P00177,220,25,2026-07-01
S002,P00178,221,25,2026-07-01
S002,P00179,261,25,2026-07-01
S002,P00180,295,25,2026-07-01
S002,P00181,180,25,2026-07-01
S002,P00182,279,25,2026-07-01
S002,P00183,5,25,2026-07-01
S002,P00184,275,25,2026-07-01
S002,P00185,99,25,2026-07-01
S002,P00186,49,25,2026-07-01
S002,P00187,283,25,2026-07-01
S002,P00188,144,25,2026-07-01
S002,P00189,253,25,2026-07-01
S002,P00190,256,25,2026-07-01
S002,P00191,57,25,2026-07-01
S002,P00192,221,25,2026-07-01
S002,P00193,300,25,2026-07-01
S002,P00194,149,25,2026-07-01
S002,P00195,284,25,2026-07-01
S002,P00196,213,25,2026-07-01
S002,P00197,69,25,2026-07-01
S002,P00198,96,25,2026-07-01
S002,P00199,60,25,2026-07-01
S002,P00200,242,25,2026-07-01
S002,P00201,177,25,2026-07-01
S002,P00202,190,25,2026-07-01
S002,P00203,114,25,2026-07-01
S002,P00204,160,25,2026-07-01
S002,P00205,83,25,2026-07-01
S002,P00206,24,25,2026-07-01
S002,P00207,298,25,2026-07-01
S002,P00208,142,25,2026-07-01
S002,P00209,237,25,2026-07-01
S002,P00210,118,25,2026-07-01
S002,P00211,242,25,2026-07-01
S002,P00212,40,25,2026-07-01
S002,P00213,182,25,2026-07-01
S002,P00214,226,25,2026-07-01
S002,P00215,152,25,2026-07-01
S002,P00216,43,25,2026-07-01
S002,P00217,66,25,2026-07-01
S002,P00218,31,25,2026-07-01
S002,P00219,37,25,2026-07-01
S002,P00220,263,25,2026-07-01
S002,P00221,248,25,2026-07-01
S002,P00222,132,25,2026-07-01
S002,P00223,281,25,2026-07-01
S002,P00224,148,25,2026-07-01
S002,P00225,93,25,2026-07-01
S002,P00226,21,25,2026-07-01
S002,P00227,12,25,2026-07-01
S002,P00228,237,25,2026-07-01
S002,P00229,7,25,2026-07-01
S002,P00230,185,25,2026-07-01
S002,P00231,228,25,2026-07-01
S002,P00232,22,25,2026-07-01
S002,P00233,292,25,2026-07-01
S002,P00234,199,25,2026-07-01
S002,P00235,129,25,2026-07-01
S002,P00236,134,25,2026-07-01
S002,P00237,89,25,2026-07-01
S002,P00238,111,25,2026-07-01
S002,P00239,91,25,2026-07-01
S002,P00240,212,25,2026-07-01
S002,P00241,208,25,2026-07-01
S002,P00242,215,25,2026-07-01
S002,P00243,119,25,2026-07-01
S002,P00244,44,25,2026-07-01
S002,P00245,294,25,2026-07-01
S002,P00246,290,25,2026-07-01
S002,P00247,236,25,2026-07-01
S002,P00248,21,25,2026-07-01
S002,P00249,196,25,2026-07-01
S002,P00250,259,25,2026-07-01
S002,P00251,26,25,2026-07-01
S002,P00252,33,25,2026-07-01
S002,P00253,231,25,2026-07-01
S002,P00254,6,25,2026-07-01
S002,P00255,282,25,2026-07-01
S002,P00256,45,25,2026-07-01
S002,P00257,50,25,2026-07-01
S002,P00258,124,25,2026-07-01
S002,P00259,122,25,2026-07-01
S002,P00260,256,25,2026-07-01
S002,P00261,25,25,2026-07-01
S002,P00262,82,25,2026-07-01
S002,P00263,29,25,2026-07-01
S002,P00264,193,25,2026-07-01
S002,P00265,139,25,2026-07-01
S002,P00266,135,25,2026-07-01
S002,P00267,92,25,2026-07-01
S002,P00268,150,25,2026-07-01
S002,P00269,29,25,2026-07-01
S002,P00270,129,25,2026-07-01
S002,P00271,141,25,2026-07-01
S002,P00272,105,25,2026-07-01
S002,P00273,17,25,2026-07-01
S002,P00274,184,25,2026-07-01
