order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_amount
OI00000085,O0000025,P00472,3,14713.99,0,44141.97
OI00000086,O0000026,P00286,3,14231.99,0,42695.97
OI00000087,O0000026,P00306,1,16971.99,0,16971.99
OI00000088,O0000026,P00098,1,13475.99,10,12128.39
OI00000089,O0000026,P00252,1,9573.99,0,9573.99
OI00000090,O0000027,P00129,2,17722.99,0,35445.98
OI00000091,O0000027,P00012,2,1693.99,0,3387.98
OI00000092,O0000027,P00493,2,17590.99,0,35181.98
OI00000093,O0000028,P00399,4,4712.99,0,18851.96
OI00000094,O0000028,P00386,4,2931.99,0,11727.96
OI00000095,O0000028,P00158,2,21695.99,0,43391.98
OI00000096,O0000028,P00282,1,13683.99,15,11631.39
OI00000097,O0000029,P00444,4,10877.99,0,43511.96
OI00000098,O0000029,P00484,3,16357.99,0,49073.97
OI00000099,O0000029,P00183,1,120.99,5,114.94
OI00000100,O0000029,P00186,3,531.99,0,1595.97
OI00000101,O0000030,P00139,3,19092.99,15,48687.12
OI00000102,O0000030,P00295,1,15464.99,0,15464.99
OI00000103,O0000030,P00064,2,8817.99,0,17635.98
OI00000104,O0000031,P00481,1,15946.99,0,15946.99
OI00000105,O0000031,P00166,1,22791.99,0,22791.99
OI00000106,O0000031,P00185,4,394.99,0,1579.96
OI00000107,O0000032,P00430,2,8959.99,0,17919.98
OI00000108,O0000033,P00053,3,7310.99,0,21932.97
OI00000109,O0000033,P00139,2,19092.99,0,38185.98
OI00000110,O0000033,P00057,1,7858.99,0,7858.99
OI00000111,O0000033,P00217,2,4778.99,15,8124.28
OI00000112,O0000034,P00292,4,15053.99,5,57205.16
OI00000113,O0000034,P00279,2,13272.99,5,25218.68
OI00000114,O0000034,P00314,2,18067.99,0,36135.98
OI00000115,O0000034,P00436,4,9781.99,0,39127.96
OI00000116,O0000034,P00132,4,18133.99,0,72535.96
OI00000117,O0000035,P00175,3,24024.99,0,72074.97
OI00000118,O0000035,P00493,3,17590.99,0,52772.97
OI00000119,O0000035,P00303,2,16560.99,0,33121.98
OI00000120,O0000036,P00347,1,22588.99,0,22588.99
OI00000121,O0000036,P00384,1,2657.99,5,2525.09
OI00000122,O0000037,P00318,4,18615.99,10,67017.56
OI00000123,O0000037,P00329,4,20122.99,0,80491.96
OI00000124,O0000037,P00490,1,17179.99,0,17179.99
OI00000125,O0000037,P00052,4,7173.99,0,28695.96
OI00000126,O0000038,P00428,4,8685.99,0,34743.96
OI00000127,O0000038,P00263,1,11080.99,15,9418.84
OI00000128,O0000038,P00170,2,23339.99,10,42011.98
OI00000129,O0000038,P00014,2,1967.99,15,3345.58
OI00000130,O0000038,P00038,3,5255.99,15,13402.77
OI00000131,O0000039,P00214,3,4367.99,0,13103.97
OI00000132,O0000039,P00087,4,11968.99,0,47875.96
OI00000133,O0000040,P00297,2,15738.99,0,31477.98
OI00000134,O0000040,P00162,2,22243.99,0,44487.98
OI00000135,O0000040,P00246,3,8751.99,0,26255.97
OI00000136,O0000040,P00233,3,6970.99,15,17776.02
OI00000137,O0000041,P00404,4,5397.99,0,21591.96
OI00000138,O0000041,P00256,4,10121.99,0,40487.96
OI00000139,O0000041,P00309,4,17382.99,0,69531.96
OI00000140,O0000041,P00171,4,23476.99,0,93907.96
OI00000141,O0000042,P00245,4,8614.99,0,34459.96
OI00000142,O0000042,P00001,1,186.99,0,186.99
OI00000143,O0000042,P00457,2,12658.99,0,25317.98
OI00000144,O0000042,P00329,1,20122.99,0,20122.99
OI00000145,O0000042,P00232,1,6833.99,10,6150.59
OI00000146,O0000043,P00245,2,8614.99,0,17229.98
OI00000147,O0000044,P00397,3,4438.99,5,12651.12
OI00000148,O0000044,P00392,1,3753.99,10,3378.59
OI00000149,O0000045,P00406,3,5671.99,15,14463.57
OI00000150,O0000046,P00312,3,17793.99,10,48043.77
OI00000151,O0000046,P00237,3,7518.99,15,19173.42
OI00000152,O0000047,P00002,3,323.99,10,874.77
OI00000153,O0000047,P00461,4,13206.99,0,52827.96
OI00000154,O0000048,P00396,4,4301.99,0,17207.96
OI00000155,O0000049,P00449,2,11562.99,15,19657.08
OI00000156,O0000050,P00310,3,17519.99,0,52559.97
OI00000157,O0000050,P00144,3,19777.99,0,59333.97
OI00000158,O0000050,P00482,2,16083.99,5,30559.58
OI00000159,O0000050,P00355,3,23684.99,0,71054.97
OI00000160,O0000050,P00126,1,17311.99,5,16446.39
OI00000161,O0000051,P00103,4,14160.99,10,50979.56
OI00000162,O0000051,P00163,1,22380.99,10,20142.89
OI00000163,O0000051,P00353,4,23410.99,10,84279.56
OI00000164,O0000051,P00011,2,1556.99,0,3113.98
OI00000165,O0000052,P00475,3,15124.99,0,45374.97
OI00000166,O0000053,P00285,2,14094.99,15,23961.48
OI00000167,O0000053,P00370,2,739.99,0,1479.98
OI00000168,O0000054,P00496,2,18001.99,0,36003.98
OI00000169,O0000054,P00337,1,21218.99,5,20158.04
OI00000170,O0000054,P00220,2,5189.99,0,10379.98
OI00000171,O0000054,P00262,3,10943.99,5,31190.37
OI00000172,O0000055,P00359,4,24232.99,0,96931.96
OI00000173,O0000055,P00184,3,257.99,0,773.97
OI00000174,O0000055,P00028,2,3885.99,15,6606.18
OI00000175,O0000056,P00323,1,19300.99,5,18335.94
OI00000176,O0000056,P00085,4,11694.99,0,46779.96
OI00000177,O0000057,P00423,4,8000.99,0,32003.96
OI00000178,O0000057,P00137,3,18818.99,0,56456.97
OI00000179,O0000057,P00145,4,19914.99,5,75676.96
OI00000180,O0000057,P00136,2,18681.99,0,37363.98
OI00000181,O0000057,P00414,4,6767.99,0,27071.96
OI00000182,O0000058,P00166,2,22791.99,0,45583.98
OI00000183,O0000058,P00244,4,8477.99,0,33911.96
OI00000184,O0000058,P00227,4,6148.99,0,24595.96
OI00000185,O0000058,P00428,4,8685.99,0,34743.96
OI00000186,O0000059,P00334,1,20807.99,15,17686.79
OI00000187,O0000059,P00261,2,10806.99,10,19452.58
OI00000188,O0000060,P00014,1,1967.99,10,1771.19
OI00000189,O0000061,P00017,4,2378.99,10,8564.36
OI00000190,O0000061,P00333,1,20670.99,0,20670.99
OI00000191,O0000061,P00465,3,13754.99,5,39201.72
OI00000192,O0000062,P00052,2,7173.99,10,12913.18
OI00000193,O0000062,P00317,4,18478.99,0,73915.96
OI00000194,O0000062,P00404,1,5397.99,0,5397.99
OI00000195,O0000063,P00347,2,22588.99,15,38401.28
OI00000196,O0000064,P00275,3,12724.99,0,38174.97
OI00000197,O0000064,P00364,3,24917.99,15,63540.87
OI00000198,O0000064,P00242,4,8203.99,0,32815.96
OI00000199,O0000065,P00008,1,1145.99,0,1145.99
OI00000200,O0000065,P00398,1,4575.99,15,3889.59
OI00000201,O0000065,P00363,3,24780.99,0,74342.97
OI00000202,O0000065,P00265,4,11354.99,0,45419.96
OI00000203,O0000066,P00433,1,9370.99,10,8433.89
OI00000204,O0000067,P00227,1,6148.99,0,6148.99
OI00000205,O0000067,P00253,1,9710.99,0,9710.99
OI00000206,O0000067,P00118,1,16215.99,10,14594.39
OI00000207,O0000067,P00137,2,18818.99,5,35756.08
OI00000208,O0000067,P00130,1,17859.99,10,16073.99
OI00000209,O0000068,P00162,4,22243.99,15,75629.57
OI00000210,O0000068,P00181,2,24846.99,15,42239.88
OI00000211,O0000068,P00337,4,21218.99,0,84875.96
OI00000212,O0000068,P00219,3,5052.99,5,14401.02
OI00000213,O0000069,P00252,3,9573.99,10,25849.77
OI00000214,O0000069,P00402,3,5123.99,5,14603.37
OI00000215,O0000069,P00485,1,16494.99,5,15670.24
OI00000216,O0000070,P00228,4,6285.99,0,25143.96
OI00000217,O0000070,P00461,4,13206.99,0,52827.96
OI00000218,O0000070,P00459,3,12932.99,5,36859.02
OI00000219,O0000070,P00322,4,19163.99,0,76655.96
OI00000220,O0000070,P00060,3,8269.99,5,23569.47
OI00000221,O0000071,P00221,3,5326.99,0,15980.97
OI00000222,O0000072,P00104,3,14297.99,15,36459.87
OI00000223,O0000072,P00379,3,1972.99,0,5918.97
OI00000224,O0000072,P00010,2,1419.99,15,2413.98
OI00000225,O0000073,P00334,1,20807.99,0,20807.99
OI00000226,O0000073,P00129,2,17722.99,10,31901.38
OI00000227,O0000073,P00451,2,11836.99,0,23673.98
OI00000228,O0000074,P00014,1,1967.99,10,1771.19
OI00000229,O0000074,P00463,3,13480.99,0,40442.97
OI00000230,O0000075,P00316,3,18341.99,0,55025.97
OI00000231,O0000075,P00444,1,10877.99,0,10877.99
OI00000232,O0000076,P00127,2,17448.99,5,33153.08
OI00000233,O0000076,P00136,2,18681.99,0,37363.98
OI00000234,O0000076,P00290,4,14779.99,0,59119.96
OI00000235,O0000077,P00406,3,5671.99,0,17015.97
OI00000236,O0000078,P00303,3,16560.99,5,47198.82
OI00000237,O0000079,P00083,4,11420.99,10,41115.56
OI00000238,O0000079,P00053,2,7310.99,0,14621.98
OI00000239,O0000079,P00321,4,19026.99,5,72302.56
OI00000240,O0000080,P00290,4,14779.99,0,59119.96
OI00000241,O0000080,P00188,4,805.99,5,3062.76
OI00000242,O0000080,P00451,3,11836.99,15,30184.32
OI00000243,O0000080,P00127,4,17448.99,0,69795.96
OI00000244,O0000080,P00013,1,1830.99,15,1556.34
OI00000245,O0000081,P00016,4,2241.99,0,8967.96
OI00000246,O0000081,P00293,2,15190.99,0,30381.98
OI00000247,O0000082,P00171,2,23476.99,0,46953.98
OI00000248,O0000082,P00331,2,20396.99,15,34674.88
OI00000249,O0000082,P00356,3,23821.99,0,71465.97
OI00000250,O0000082,P00433,2,9370.99,0,18741.98
OI00000251,O0000082,P00329,4,20122.99,5,76467.36
OI00000252,O0000083,P00252,2,9573.99,15,16275.78
OI00000253,O0000083,P00372,4,1013.99,10,3650.36
OI00000254,O0000083,P00024,2,3337.99,5,6342.18
OI00000255,O0000083,P00312,3,17793.99,10,48043.77
OI00000256,O0000084,P00466,1,13891.99,0,13891.99
OI00000257,O0000084,P00305,3,16834.99,5,47979.72
OI00000258,O0000084,P00287,3,14368.99,0,43106.97
OI00000259,O0000084,P00487,2,16768.99,10,30184.18
OI00000260,O0000085,P00167,1,22928.99,0,22928.99
OI00000261,O0000085,P00374,3,1287.99,0,3863.97
OI00000262,O0000085,P00411,4,6356.99,0,25427.96
OI00000263,O0000085,P00222,4,5463.99,10,19670.36
OI00000264,O0000085,P00453,2,12110.99,10,21799.78
OI00000265,O0000086,P00441,4,10466.99,0,41867.96
OI00000266,O0000086,P00450,3,11699.99,0,35099.97
OI00000267,O0000086,P00106,2,14571.99,15,24772.38
OI00000268,O0000086,P00087,2,11968.99,0,23937.98
OI00000269,O0000087,P00157,4,21558.99,10,77612.36
OI00000270,O0000087,P00292,4,15053.99,0,60215.96
OI00000271,O0000088,P00220,2,5189.99,0,10379.98
OI00000272,O0000089,P00452,2,11973.99,0,23947.98
OI00000273,O0000089,P00492,1,17453.99,0,17453.99
OI00000274,O0000089,P00483,4,16220.99,0,64883.96
OI00000275,O0000089,P00184,4,257.99,10,928.76
OI00000276,O0000090,P00345,1,22314.99,0,22314.99
OI00000277,O0000090,P00270,1,12039.99,15,10233.99
OI00000278,O0000090,P00072,2,9913.99,10,17845.18
OI00000279,O0000091,P00065,4,8954.99,0,35819.96
OI00000280,O0000091,P00312,1,17793.99,0,17793.99
OI00000281,O0000091,P00493,2,17590.99,15,29904.68
OI00000282,O0000091,P00425,4,8274.99,0,33099.96
OI00000283,O0000092,P00052,2,7173.99,0,14347.98
OI00000284,O0000092,P00010,4,1419.99,5,5395.96
OI00000285,O0000092,P00049,1,6762.99,0,6762.99
OI00000286,O0000092,P00315,3,18204.99,15,46422.72
OI00000287,O0000093,P00440,1,10329.99,15,8780.49
OI00000288,O0000093,P00186,4,531.99,0,2127.96
OI00000289,O0000093,P00277,3,12998.99,15,33147.42
OI00000290,O0000093,P00051,3,7036.99,10,18999.87
OI00000291,O0000093,P00276,4,12861.99,0,51447.96
OI00000292,O0000094,P00427,2,8548.99,10,15388.18
OI00000293,O0000094,P00076,3,10461.99,0,31385.97
OI00000294,O0000094,P00443,4,10740.99,0,42963.96
OI00000295,O0000094,P00257,4,10258.99,10,36932.36
OI00000296,O0000095,P00075,2,10324.99,0,20649.98
OI00000297,O0000096,P00313,1,17930.99,5,17034.44
OI00000298,O0000096,P00313,1,17930.99,15,15241.34
OI00000299,O0000097,P00315,1,18204.99,0,18204.99
OI00000300,O0000097,P00176,4,24161.99,0,96647.96
OI00000301,O0000097,P00290,3,14779.99,15,37688.97
OI00000302,O0000098,P00431,3,9096.99,0,27290.97
OI00000303,O0000098,P00280,4,13409.99,5,50957.96
OI00000304,O0000098,P00382,2,2383.99,0,4767.98
OI00000305,O0000099,P00189,2,942.99,0,1885.98
OI00000306,O0000099,P00147,1,20188.99,0,20188.99
OI00000307,O0000099,P00088,4,12105.99,0,48423.96
OI00000308,O0000100,P00235,1,7244.99,0,7244.99
OI00000309,O0000100,P00020,1,2789.99,10,2510.99
OI00000310,O0000100,P00278,3,13135.99,0,39407.97
OI00000311,O0000101,P00461,1,13206.99,0,13206.99
OI00000312,O0000101,P00019,3,2652.99,15,6765.12
OI00000313,O0000101,P00175,3,24024.99,0,72074.97
OI00000314,O0000101,P00413,1,6630.99,0,6630.99
OI00000315,O0000101,P00040,2,5529.99,10,9953.98
OI00000316,O0000102,P00222,1,5463.99,15,4644.39
OI00000317,O0000102,P00464,1,13617.99,15,11575.29
OI00000318,O0000102,P00044,1,6077.99,0,6077.99
OI00000319,O0000102,P00181,1,24846.99,0,24846.99
OI00000320,O0000102,P00361,3,24506.99,0,73520.97
OI00000321,O0000103,P00354,1,23547.99,15,20015.79
OI00000322,O0000103,P00114,2,15667.99,0,31335.98
OI00000323,O0000103,P00105,3,14434.99,0,43304.97
OI00000324,O0000103,P00052,4,7173.99,0,28695.96
OI00000325,O0000103,P00175,3,24024.99,0,72074.97
OI00000326,O0000104,P00104,4,14297.99,0,57191.96
OI00000327,O0000104,P00386,2,2931.99,0,5863.98
OI00000328,O0000104,P00280,1,13409.99,10,12068.99
OI00000329,O0000104,P00230,1,6559.99,0,6559.99
OI00000330,O0000104,P00349,4,22862.99,0,91451.96
OI00000331,O0000105,P00061,3,8406.99,0,25220.97
OI00000332,O0000105,P00236,3,7381.99,15,18824.07
OI00000333,O0000106,P00007,2,1008.99,0,2017.98
OI00000334,O0000106,P00473,4,14850.99,5,56433.76
OI00000335,O0000106,P00467,2,14028.99,10,25252.18
OI00000336,O0000107,P00345,3,22314.99,15,56903.22
OI00000337,O0000108,P00463,4,13480.99,0,53923.96
OI00000338,O0000108,P00459,3,12932.99,0,38798.97
OI00000339,O0000108,P00291,4,14916.99,0,59667.96
OI00000340,O0000108,P00427,2,8548.99,10,15388.18
OI00000341,O0000109,P00186,2,531.99,0,1063.98
OI00000342,O0000109,P00023,4,3200.99,5,12163.76
OI00000343,O0000109,P00187,1,668.99,5,635.54
OI00000344,O0000109,P00100,3,13749.99,15,35062.47
OI00000345,O0000110,P00213,3,4230.99,0,12692.97
OI00000346,O0000110,P00046,3,6351.99,0,19055.97
OI00000347,O0000110,P00253,1,9710.99,5,9225.44
OI00000348,O0000111,P00187,4,668.99,10,2408.36
OI00000349,O0000112,P00097,4,13338.99,0,53355.96
OI00000350,O0000112,P00288,4,14505.99,5,55122.76
OI00000351,O0000112,P00133,2,18270.99,10,32887.78
OI00000352,O0000112,P00048,1,6625.99,10,5963.39
OI00000353,O0000113,P00423,1,8000.99,0,8000.99
OI00000354,O0000113,P00347,4,22588.99,0,90355.96
OI00000355,O0000114,P00277,1,12998.99,0,12998.99
OI00000356,O0000114,P00484,2,16357.99,10,29444.38
OI00000357,O0000115,P00127,2,17448.99,0,34897.98
OI00000358,O0000115,P00281,2,13546.99,5,25739.28
OI00000359,O0000116,P00190,1,1079.99,0,1079.99
OI00000360,O0000116,P00479,2,15672.99,0,31345.98
OI00000361,O0000116,P00426,1,8411.99,0,8411.99
OI00000362,O0000116,P00057,4,7858.99,10,28292.36
OI00000363,O0000116,P00410,1,6219.99,0,6219.99
OI00000364,O0000117,P00112,1,15393.99,0,15393.99
OI00000365,O0000117,P00039,4,5392.99,10,19414.76
OI00000366,O0000117,P00234,4,7107.99,0,28431.96
OI00000367,O0000117,P00184,1,257.99,10,232.19
OI00000368,O0000118,P00008,3,1145.99,0,3437.97
OI00000369,O0000118,P00010,2,1419.99,15,2413.98
OI00000370,O0000118,P00353,2,23410.99,5,44480.88
OI00000371,O0000118,P00003,3,460.99,0,1382.97
OI00000372,O0000118,P00301,2,16286.99,0,32573.98
OI00000373,O0000119,P00372,3,1013.99,0,3041.97
OI00000374,O0000119,P00462,2,13343.99,0,26687.98
OI00000375,O0000119,P00189,1,942.99,0,942.99
OI00000376,O0000119,P00452,3,11973.99,0,35921.97
OI00000377,O0000120,P00495,2,17864.99,5,33943.48
OI00000378,O0000120,P00082,4,11283.99,0,45135.96
OI00000379,O0000120,P00324,3,19437.99,5,55398.27
OI00000380,O0000120,P00250,3,9299.99,0,27899.97
OI00000381,O0000121,P00290,3,14779.99,0,44339.97
OI00000382,O0000121,P00488,4,16905.99,0,67623.96
OI00000383,O0000122,P00286,1,14231.99,10,12808.79
OI00000384,O0000122,P00275,2,12724.99,5,24177.48
OI00000385,O0000122,P00388,2,3205.99,5,6091.38
OI00000386,O0000122,P00484,3,16357.99,0,49073.97
OI00000387,O0000122,P00016,4,2241.99,0,8967.96
OI00000388,O0000123,P00232,1,6833.99,0,6833.99
OI00000389,O0000123,P00166,1,22791.99,0,22791.99
OI00000390,O0000124,P00007,1,1008.99,0,1008.99
OI00000391,O0000124,P00342,4,21903.99,0,87615.96
OI00000392,O0000124,P00382,1,2383.99,0,2383.99
OI00000393,O0000124,P00157,2,21558.99,0,43117.98
OI00000394,O0000124,P00272,1,12313.99,0,12313.99
OI00000395,O0000125,P00138,1,18955.99,0,18955.99
OI00000396,O0000125,P00276,3,12861.99,15,32798.07
OI00000397,O0000125,P00406,1,5671.99,0,5671.99
OI00000398,O0000126,P00371,1,876.99,0,876.99
OI00000399,O0000126,P00223,3,5600.99,15,14282.52
OI00000400,O0000126,P00045,4,6214.99,5,23616.96
OI00000401,O0000126,P00410,4,6219.99,0,24879.96
OI00000402,O0000126,P00399,4,4712.99,5,17909.36
OI00000403,O0000127,P00212,3,4093.99,0,12281.97
OI00000404,O0000127,P00011,3,1556.99,0,4670.97
OI00000405,O0000128,P00205,2,3134.99,0,6269.98
OI00000406,O0000128,P00059,4,8132.99,10,29278.76
OI00000407,O0000128,P00099,2,13612.99,0,27225.98
OI00000408,O0000128,P00263,1,11080.99,15,9418.84
OI00000409,O0000129,P00187,4,668.99,0,2675.96
OI00000410,O0000129,P00084,3,11557.99,0,34673.97
OI00000411,O0000129,P00238,3,7655.99,0,22967.97
OI00000412,O0000129,P00340,4,21629.99,0,86519.96
OI00000413,O0000129,P00019,4,2652.99,0,10611.96
OI00000414,O0000130,P00254,2,9847.99,10,17726.38
OI00000415,O0000130,P00129,3,17722.99,10,47852.07
OI00000416,O0000131,P00466,2,13891.99,10,25005.58
OI00000417,O0000131,P00486,2,16631.99,0,33263.98
OI00000418,O0000132,P00252,4,9573.99,0,38295.96
OI00000419,O0000132,P00334,3,20807.99,0,62423.97
OI00000420,O0000132,P00176,4,24161.99,15,82150.77
OI00000421,O0000133,P00355,1,23684.99,0,23684.99
OI00000422,O0000133,P00465,4,13754.99,0,55019.96
OI00000423,O0000134,P00117,3,16078.99,10,43413.27
OI00000424,O0000134,P00195,4,1764.99,15,6000.97
OI00000425,O0000134,P00069,3,9502.99,0,28508.97
OI00000426,O0000135,P00053,2,7310.99,15,12428.68
OI00000427,O0000136,P00406,2,5671.99,15,9642.38
OI00000428,O0000136,P00188,3,805.99,0,2417.97
OI00000429,O0000137,P00102,2,14023.99,10,25243.18
OI00000430,O0000137,P00461,1,13206.99,0,13206.99
OI00000431,O0000137,P00079,4,10872.99,0,43491.96
OI00000432,O0000138,P00338,3,21355.99,15,54457.77
OI00000433,O0000138,P00115,2,15804.99,0,31609.98
OI00000434,O0000138,P00360,3,24369.99,0,73109.97
OI00000435,O0000138,P00461,3,13206.99,15,33677.82
OI00000436,O0000139,P00370,2,739.99,0,1479.98
OI00000437,O0000139,P00244,4,8477.99,0,33911.96
OI00000438,O0000139,P00432,2,9233.99,10,16621.18
OI00000439,O0000139,P00048,4,6625.99,0,26503.96
OI00000440,O0000140,P00428,4,8685.99,5,33006.76
OI00000441,O0000140,P00118,2,16215.99,0,32431.98
OI00000442,O0000140,P00191,1,1216.99,0,1216.99
OI00000443,O0000140,P00476,1,15261.99,0,15261.99
OI00000444,O0000141,P00317,4,18478.99,0,73915.96
OI00000445,O0000141,P00142,3,19503.99,0,58511.97
OI00000446,O0000141,P00300,1,16149.99,0,16149.99
OI00000447,O0000142,P00354,3,23547.99,0,70643.97
OI00000448,O0000142,P00245,1,8614.99,0,8614.99
OI00000449,O0000142,P00370,1,739.99,0,739.99
OI00000450,O0000142,P00012,3,1693.99,5,4827.87
OI00000451,O0000143,P00177,4,24298.99,0,97195.96
OI00000452,O0000143,P00362,1,24643.99,5,23411.79
OI00000453,O0000143,P00117,4,16078.99,0,64315.96
OI00000454,O0000144,P00349,1,22862.99,10,20576.69
OI00000455,O0000144,P00208,2,3545.99,0,7091.98
OI00000456,O0000144,P00020,4,2789.99,15,9485.97
OI00000457,O0000145,P00328,1,19985.99,0,19985.99
OI00000458,O0000145,P00367,2,328.99,0,657.98
OI00000459,O0000145,P00089,2,12242.99,10,22037.38
OI00000460,O0000145,P00375,1,1424.99,0,1424.99
OI00000461,O0000145,P00123,4,16900.99,0,67603.96
OI00000462,O0000146,P00057,2,7858.99,10,14146.18
OI00000463,O0000146,P00266,4,11491.99,0,45967.96
OI00000464,O0000146,P00371,3,876.99,10,2367.87
OI00000465,O0000147,P00424,4,8137.99,10,29296.76
OI00000466,O0000147,P00177,4,24298.99,0,97195.96
OI00000467,O0000147,P00474,3,14987.99,0,44963.97
OI00000468,O0000147,P00101,4,13886.99,0,55547.96
OI00000469,O0000148,P00398,3,4575.99,5,13041.57
OI00000470,O0000149,P00472,3,14713.99,0,44141.97
OI00000471,O0000150,P00439,1,10192.99,0,10192.99
OI00000472,O0000150,P00064,1,8817.99,0,8817.99
OI00000473,O0000150,P00342,1,21903.99,0,21903.99
OI00000474,O0000150,P00241,4,8066.99,10,29041.16
OI00000475,O0000151,P00425,3,8274.99,15,21101.22
OI00000476,O0000151,P00263,3,11080.99,15,28256.52
OI00000477,O0000151,P00426,2,8411.99,0,16823.98
OI00000478,O0000151,P00281,3,13546.99,15,34544.82
OI00000479,O0000151,P00494,4,17727.99,0,70911.96
OI00000480,O0000152,P00455,4,12384.99,15,42108.97
OI00000481,O0000153,P00460,2,13069.99,15,22218.98
OI00000482,O0000153,P00003,2,460.99,0,921.98
OI00000483,O0000154,P00150,2,20599.99,10,37079.98
OI00000484,O0000155,P00107,1,14708.99,0,14708.99
OI00000485,O0000155,P00335,3,20944.99,5,59693.22
