order_id,customer_id,store_id,order_timestamp,sales_channel,order_status,total_amount,updated_at
O0000090,C000737,S015,2026-07-03T15:41:00,WEB,COMPLETED,50394.16,2026-07-03T15:41:00
O0000091,C004578,S003,2026-07-02T06:08:00,MOBILE,COMPLETED,116618.59,2026-07-02T06:08:00
O0000092,C002653,S005,2026-07-04T13:32:00,STORE,COMPLETED,72929.65,2026-07-04T13:32:00
O0000093,C002883,S019,2026-07-02T17:11:00,MOBILE,COMPLETED,114503.70,2026-07-02T17:11:00
O0000094,C004208,S002,2026-07-04T00:13:00,MOBILE,COMPLETED,126670.47,2026-07-04T00:13:00
O0000095,C004848,S011,2026-07-03T10:39:00,STORE,COMPLETED,20649.98,2026-07-03T10:39:00
O0000096,C002366,S011,2026-07-06T06:07:00,STORE,COMPLETED,32275.78,2026-07-06T06:07:00
O0000097,C004414,S018,2026-07-06T12:17:00,MOBILE,COMPLETED,152541.92,2026-07-06T12:17:00
O0000098,C000089,S023,2026-07-01T10:54:00,WEB,COMPLETED,83016.91,2026-07-01T10:54:00
O0000099,C001023,S003,2026-07-05T01:55:00,STORE,COMPLETED,70498.93,2026-07-05T01:55:00
O0000100,C000944,S025,2026-07-06T19:27:00,STORE,COMPLETED,49163.95,2026-07-06T19:27:00
O0000101,C002730,S025,2026-07-04T00:39:00,WEB,COMPLETED,108632.05,2026-07-04T00:39:00
O0000102,C001387,S015,2026-07-02T06:45:00,MOBILE,COMPLETED,120665.63,2026-07-02T06:45:00
O0000103,C004576,S003,2026-07-03T07:16:00,STORE,COMPLETED,195427.67,2026-07-03T07:16:00
O0000104,C000724,S017,2026-07-02T06:57:00,STORE,COMPLETED,173136.88,2026-07-02T06:57:00
O0000105,C000195,S022,2026-07-05T13:27:00,WEB,COMPLETED,44045.04,2026-07-05T13:27:00
O0000106,C000521,S008,2026-07-03T12:52:00,MOBILE,COMPLETED,83703.92,2026-07-03T12:52:00
O0000107,C003718,S001,2026-07-04T02:48:00,MOBILE,COMPLETED,56903.22,2026-07-04T02:48:00
O0000108,C001962,S010,2026-07-05T16:47:00,WEB,COMPLETED,167779.07,2026-07-05T16:47:00
O0000109,C004697,S024,2026-07-05T02:13:00,MOBILE,COMPLETED,48925.75,2026-07-05T02:13:00
O0000110,C002226,S004,2026-07-04T06:33:00,WEB,COMPLETED,40974.38,2026-07-04T06:33:00
O0000111,C000879,S015,2026-07-05T08:44:00,STORE,COMPLETED,2408.36,2026-07-05T08:44:00
O0000112,C003429,S005,2026-07-04T17:34:00,MOBILE,COMPLETED,147329.89,2026-07-04T17:34:00
O0000113,C004767,S022,2026-07-04T15:43:00,WEB,COMPLETED,98356.95,2026-07-04T15:43:00
O0000114,C003680,S020,2026-07-04T03:53:00,STORE,COMPLETED,42443.37,2026-07-04T03:53:00
O0000115,C004423,S023,2026-07-01T11:08:00,STORE,COMPLETED,60637.26,2026-07-01T11:08:00
O0000116,C000176,S010,2026-07-04T05:25:00,STORE,COMPLETED,75350.31,2026-07-04T05:25:00
O0000117,C002247,S023,2026-07-02T16:19:00,MOBILE,COMPLETED,63472.90,2026-07-02T16:19:00
O0000118,C000095,S020,2026-07-05T02:16:00,STORE,COMPLETED,84289.78,2026-07-05T02:16:00
O0000119,C003804,S012,2026-07-05T04:31:00,MOBILE,COMPLETED,66594.91,2026-07-05T04:31:00
O0000120,C002774,S007,2026-07-05T03:26:00,MOBILE,COMPLETED,162377.68,2026-07-05T03:26:00
O0000121,C001142,S003,2026-07-01T10:55:00,MOBILE,COMPLETED,111963.93,2026-07-01T10:55:00
O0000122,C003172,S025,2026-07-01T14:37:00,MOBILE,COMPLETED,101119.58,2026-07-01T14:37:00
O0000123,C001587,S003,2026-07-01T21:28:00,WEB,COMPLETED,29625.98,2026-07-01T21:28:00
O0000124,C004365,S005,2026-07-05T02:32:00,MOBILE,COMPLETED,146440.91,2026-07-05T02:32:00
O0000125,C002324,S020,2026-07-03T01:13:00,WEB,COMPLETED,57426.05,2026-07-03T01:13:00
O0000126,C000170,S014,2026-07-05T04:24:00,WEB,COMPLETED,81565.79,2026-07-05T04:24:00
O0000127,C001290,S017,2026-07-01T12:28:00,STORE,COMPLETED,16952.94,2026-07-01T12:28:00
O0000128,C003857,S023,2026-07-05T10:22:00,WEB,COMPLETED,72193.56,2026-07-05T10:22:00
O0000129,C001773,S015,2026-07-02T04:59:00,MOBILE,COMPLETED,157449.82,2026-07-02T04:59:00
O0000130,C000725,S017,2026-07-02T03:29:00,MOBILE,COMPLETED,65578.45,2026-07-02T03:29:00
O0000131,C000188,S021,2026-07-04T07:43:00,STORE,COMPLETED,58269.56,2026-07-04T07:43:00
O0000132,C000489,S009,2026-07-02T15:26:00,WEB,COMPLETED,182870.70,2026-07-02T15:26:00
O0000133,C000968,S017,2026-07-03T16:08:00,MOBILE,COMPLETED,78704.95,2026-07-03T16:08:00
O0000134,C001035,S004,2026-07-02T17:30:00,MOBILE,COMPLETED,77923.21,2026-07-02T17:30:00
O0000135,C003474,S017,2026-07-01T19:03:00,MOBILE,COMPLETED,12428.68,2026-07-01T19:03:00
O0000136,C000613,S011,2026-07-03T17:07:00,MOBILE,COMPLETED,12060.35,2026-07-03T17:07:00
O0000137,C004694,S022,2026-07-01T09:13:00,STORE,COMPLETED,81942.13,2026-07-01T09:13:00
O0000138,C003286,S013,2026-07-02T16:13:00,MOBILE,COMPLETED,192855.54,2026-07-02T16:13:00
O0000139,C003370,S001,2026-07-01T10:57:00,WEB,COMPLETED,78517.08,2026-07-01T10:57:00
O0000140,C004191,S013,2026-07-02T22:37:00,WEB,COMPLETED,81917.72,2026-07-02T22:37:00
O0000141,C004964,S011,2026-07-02T11:49:00,STORE,COMPLETED,148577.92,2026-07-02T11:49:00
O0000142,C004088,S010,2026-07-06T16:14:00,WEB,COMPLETED,84826.82,2026-07-06T16:14:00
O0000143,C002314,S016,2026-07-01T22:19:00,WEB,COMPLETED,184923.71,2026-07-01T22:19:00
O0000144,C000190,S022,2026-07-01T10:28:00,STORE,COMPLETED,37154.64,2026-07-01T10:28:00
O0000145,C003576,S003,2026-07-01T08:46:00,WEB,COMPLETED,111710.30,2026-07-01T08:46:00
O0000146,C004509,S010,2026-07-05T22:08:00,STORE,COMPLETED,62482.01,2026-07-05T22:08:00
O0000147,C000329,S017,2026-07-06T18:31:00,MOBILE,COMPLETED,227004.65,2026-07-06T18:31:00
O0000148,C002561,S004,2026-07-05T02:02:00,WEB,COMPLETED,13041.57,2026-07-05T02:02:00
O0000149,C002102,S024,2026-07-02T12:35:00,WEB,COMPLETED,44141.97,2026-07-02T12:35:00
O0000150,C001735,S009,2026-07-06T22:20:00,MOBILE,COMPLETED,69956.13,2026-07-06T22:20:00
O0000151,C000754,S003,2026-07-06T23:44:00,MOBILE,COMPLETED,171638.50,2026-07-06T23:44:00
O0000152,C004822,S013,2026-07-04T14:50:00,STORE,COMPLETED,42108.97,2026-07-04T14:50:00
O0000153,C003996,S010,2026-07-03T11:42:00,STORE,COMPLETED,23140.96,2026-07-03T11:42:00
O0000154,C000761,S011,2026-07-02T04:37:00,WEB,COMPLETED,37079.98,2026-07-02T04:37:00
O0000155,C000870,S014,2026-07-05T17:57:00,MOBILE,COMPLETED,134993.60,2026-07-05T17:57:00
O0000156,C002865,S014,2026-07-06T19:57:00,MOBILE,COMPLETED,79674.12,2026-07-06T19:57:00
O0000157,C000042,S010,2026-07-04T13:47:00,MOBILE,COMPLETED,86783.96,2026-07-04T13:47:00
O0000158,C003226,S022,2026-07-02T02:10:00,WEB,COMPLETED,138307.92,2026-07-02T02:10:00
O0000159,C003591,S005,2026-07-05T13:19:00,WEB,COMPLETED,149293.38,2026-07-05T13:19:00
O0000160,C004051,S014,2026-07-04T03:27:00,STORE,COMPLETED,74544.64,2026-07-04T03:27:00
O0000161,C004145,S018,2026-07-02T17:36:00,WEB,COMPLETED,86049.44,2026-07-02T17:36:00
O0000162,C001569,S010,2026-07-01T08:06:00,MOBILE,COMPLETED,104439.94,2026-07-01T08:06:00
O0000163,C003356,S013,2026-07-02T08:32:00,MOBILE,COMPLETED,63858.86,2026-07-02T08:32:00
O0000164,C004417,S001,2026-07-01T09:36:00,MOBILE,COMPLETED,52626.92,2026-07-01T09:36:00
O0000165,C000183,S010,2026-07-04T07:30:00,WEB,COMPLETED,129129.29,2026-07-04T07:30:00
O0000166,C002832,S011,2026-07-06T03:23:00,WEB,COMPLETED,141620.48,2026-07-06T03:23:00
O0000167,C004004,S014,2026-07-03T21:28:00,WEB,COMPLETED,160211.07,2026-07-03T21:28:00
O0000168,C002196,S015,2026-07-06T22:20:00,STORE,COMPLETED,45912.79,2026-07-06T22:20:00
O0000169,C001182,S021,2026-07-02T16:56:00,WEB,COMPLETED,115928.01,2026-07-02T16:56:00
O0000170,C001891,S003,2026-07-02T16:42:00,STORE,COMPLETED,85784.60,2026-07-02T16:42:00
O0000171,C001021,S001,2026-07-03T09:07:00,STORE,COMPLETED,165974.68,2026-07-03T09:07:00
O0000172,C003327,S011,2026-07-03T06:58:00,MOBILE,COMPLETED,63828.11,2026-07-03T06:58:00
O0000173,C004111,S025,2026-07-05T05:46:00,STORE,COMPLETED,114494.88,2026-07-05T05:46:00
O0000174,C001973,S007,2026-07-02T00:34:00,STORE,COMPLETED,97253.93,2026-07-02T00:34:00
O0000175,C004539,S003,2026-07-05T20:36:00,MOBILE,COMPLETED,64223.76,2026-07-05T20:36:00
O0000176,C004893,S013,2026-07-05T18:07:00,MOBILE,COMPLETED,15818.85,2026-07-05T18:07:00
O0000177,C004259,S003,2026-07-02T08:18:00,WEB,COMPLETED,48971.96,2026-07-02T08:18:00
O0000178,C001335,S024,2026-07-02T09:19:00,WEB,COMPLETED,150492.12,2026-07-02T09:19:00
O0000179,C002623,S016,2026-07-07T01:00:00,STORE,COMPLETED,92407.25,2026-07-07T01:00:00
O0000180,C002289,S009,2026-07-02T15:50:00,WEB,COMPLETED,195787.87,2026-07-02T15:50:00
O0000181,C004379,S024,2026-07-03T20:13:00,MOBILE,COMPLETED,45168.64,2026-07-03T20:13:00
O0000182,C003264,S024,2026-07-01T10:18:00,WEB,COMPLETED,117201.73,2026-07-01T10:18:00
O0000183,C004488,S023,2026-07-04T09:23:00,WEB,COMPLETED,135792.39,2026-07-04T09:23:00
O0000184,C004702,S021,2026-07-04T09:16:00,STORE,COMPLETED,66297.74,2026-07-04T09:16:00
O0000185,C001160,S020,2026-07-03T06:15:00,WEB,COMPLETED,144487.09,2026-07-03T06:15:00
O0000186,C003246,S012,2026-07-03T22:16:00,WEB,COMPLETED,50579.66,2026-07-03T22:16:00
O0000187,C002478,S004,2026-07-01T17:13:00,WEB,COMPLETED,202367.30,2026-07-01T17:13:00
O0000188,C002443,S014,2026-07-04T03:29:00,STORE,COMPLETED,20557.78,2026-07-04T03:29:00
O0000189,C003519,S024,2026-07-06T21:03:00,WEB,COMPLETED,45829.31,2026-07-06T21:03:00
O0000190,C004445,S009,2026-07-03T12:59:00,STORE,COMPLETED,105233.80,2026-07-03T12:59:00
O0000191,C002594,S009,2026-07-05T21:02:00,STORE,COMPLETED,16391.97,2026-07-05T21:02:00
O0000192,C004466,S023,2026-07-04T21:45:00,MOBILE,COMPLETED,44356.44,2026-07-04T21:45:00
O0000193,C004812,S017,2026-07-02T21:46:00,MOBILE,COMPLETED,83383.14,2026-07-02T21:46:00
O0000194,C002908,S019,2026-07-07T03:26:00,STORE,COMPLETED,178326.32,2026-07-07T03:26:00
O0000195,C003620,S018,2026-07-06T10:26:00,STORE,COMPLETED,101329.93,2026-07-06T10:26:00
O0000196,C000640,S019,2026-07-06T07:43:00,MOBILE,COMPLETED,110015.52,2026-07-06T07:43:00
O0000197,C001660,S005,2026-07-03T17:41:00,WEB,COMPLETED,188778.87,2026-07-03T17:41:00
O0000198,C003101,S002,2026-07-05T17:02:00,MOBILE,COMPLETED,25613.88,2026-07-05T17:02:00
O0000199,C004266,S023,2026-07-06T11:17:00,STORE,COMPLETED,41473.98,2026-07-06T11:17:00
O0000200,C002006,S011,2026-07-04T04:40:00,MOBILE,COMPLETED,36183.56,2026-07-04T04:40:00
O0000201,C003546,S025,2026-07-06T17:16:00,STORE,COMPLETED,21001.64,2026-07-06T17:16:00
O0000202,C003259,S005,2026-07-05T08:02:00,STORE,COMPLETED,55839.93,2026-07-05T08:02:00
O0000203,C004320,S023,2026-07-02T11:50:00,STORE,COMPLETED,30846.31,2026-07-02T11:50:00
O0000204,C000161,S002,2026-07-06T23:49:00,STORE,COMPLETED,25718.02,2026-07-06T23:49:00
O0000205,C002782,S017,2026-07-02T15:12:00,STORE,COMPLETED,58331.00,2026-07-02T15:12:00
O0000206,C000794,S025,2026-07-03T10:06:00,STORE,COMPLETED,24709.99,2026-07-03T10:06:00
O0000207,C001413,S015,2026-07-04T23:40:00,WEB,COMPLETED,175700.13,2026-07-04T23:40:00
O0000208,C003905,S002,2026-07-01T13:27:00,MOBILE,COMPLETED,47993.60,2026-07-01T13:27:00
O0000209,C002741,S010,2026-07-06T00:33:00,WEB,COMPLETED,103704.03,2026-07-06T00:33:00
O0000210,C003812,S003,2026-07-02T22:44:00,WEB,COMPLETED,1743.98,2026-07-02T22:44:00
O0000211,C003528,S009,2026-07-02T08:00:00,STORE,COMPLETED,77901.93,2026-07-02T08:00:00
O0000212,C003569,S011,2026-07-03T00:28:00,WEB,COMPLETED,49789.28,2026-07-03T00:28:00
O0000213,C004148,S002,2026-07-04T07:16:00,STORE,COMPLETED,58145.03,2026-07-04T07:16:00
O0000214,C000770,S019,2026-07-05T07:00:00,STORE,COMPLETED,95484.86,2026-07-05T07:00:00
O0000215,C001917,S024,2026-07-05T08:55:00,STORE,COMPLETED,323.99,2026-07-05T08:55:00
O0000216,C004123,S003,2026-07-01T09:09:00,WEB,COMPLETED,70150.40,2026-07-01T09:09:00
O0000217,C001238,S011,2026-07-03T10:35:00,STORE,COMPLETED,34191.91,2026-07-03T10:35:00
O0000218,C004548,S014,2026-07-04T00:42:00,MOBILE,COMPLETED,59667.96,2026-07-04T00:42:00
O0000219,C002856,S007,2026-07-01T22:24:00,STORE,COMPLETED,37789.57,2026-07-01T22:24:00
O0000220,C004303,S017,2026-07-07T02:55:00,MOBILE,COMPLETED,103114.93,2026-07-07T02:55:00
O0000221,C003820,S011,2026-07-07T02:00:00,WEB,COMPLETED,114557.45,2026-07-07T02:00:00
O0000222,C003693,S004,2026-07-01T21:22:00,MOBILE,COMPLETED,25095.93,2026-07-01T21:22:00
O0000223,C001921,S018,2026-07-01T21:50:00,STORE,COMPLETED,110933.17,2026-07-01T21:50:00
O0000224,C001594,S021,2026-07-04T17:05:00,STORE,COMPLETED,104031.06,2026-07-04T17:05:00
O0000225,C002098,S025,2026-07-06T04:48:00,STORE,COMPLETED,244643.86,2026-07-06T04:48:00
O0000226,C000232,S010,2026-07-01T17:00:00,WEB,COMPLETED,82396.74,2026-07-01T17:00:00
O0000227,C004492,S025,2026-07-02T19:38:00,MOBILE,COMPLETED,50438.97,2026-07-02T19:38:00
O0000228,C003732,S020,2026-07-03T17:38:00,WEB,COMPLETED,41996.81,2026-07-03T17:38:00
O0000229,C001024,S002,2026-07-05T15:00:00,MOBILE,COMPLETED,135748.01,2026-07-05T15:00:00
O0000230,C004824,S005,2026-07-01T10:16:00,WEB,COMPLETED,21536.97,2026-07-01T10:16:00
O0000231,C000239,S018,2026-07-04T10:36:00,WEB,COMPLETED,147153.97,2026-07-04T10:36:00
O0000232,C003647,S014,2026-07-03T17:16:00,STORE,COMPLETED,26205.98,2026-07-03T17:16:00
O0000233,C004425,S002,2026-07-01T23:33:00,MOBILE,COMPLETED,68561.56,2026-07-01T23:33:00
O0000234,C003945,S012,2026-07-01T22:12:00,WEB,COMPLETED,147362.60,2026-07-01T22:12:00
O0000235,C002835,S012,2026-07-06T09:01:00,MOBILE,COMPLETED,64273.69,2026-07-06T09:01:00
O0000236,C003434,S012,2026-07-04T13:11:00,STORE,COMPLETED,82449.95,2026-07-04T13:11:00
O0000237,C000571,S016,2026-07-05T18:45:00,MOBILE,COMPLETED,12801.88,2026-07-05T18:45:00
O0000238,C002473,S009,2026-07-06T06:19:00,WEB,COMPLETED,32606.65,2026-07-06T06:19:00
O0000239,C001498,S009,2026-07-03T06:39:00,MOBILE,COMPLETED,60694.43,2026-07-03T06:39:00
O0000240,C004687,S022,2026-07-04T17:01:00,MOBILE,COMPLETED,81403.75,2026-07-04T17:01:00
O0000241,C002360,S009,2026-07-01T20:30:00,WEB,COMPLETED,60771.93,2026-07-01T20:30:00
O0000242,C000903,S022,2026-07-04T16:24:00,WEB,COMPLETED,113235.86,2026-07-04T16:24:00
O0000243,C002285,S009,2026-07-03T21:39:00,MOBILE,COMPLETED,26100.70,2026-07-03T21:39:00
O0000244,C003461,S007,2026-07-05T12:13:00,MOBILE,COMPLETED,186152.29,2026-07-05T12:13:00
O0000245,C000371,S021,2026-07-02T21:14:00,WEB,COMPLETED,56135.90,2026-07-02T21:14:00
O0000246,C002648,S010,2026-07-07T07:59:00,STORE,COMPLETED,45364.92,2026-07-07T07:59:00
O0000247,C002311,S025,2026-07-04T19:05:00,MOBILE,COMPLETED,178201.66,2026-07-04T19:05:00
O0000248,C000803,S012,2026-07-03T14:28:00,MOBILE,COMPLETED,76147.95,2026-07-03T14:28:00
O0000249,C004242,S014,2026-07-01T21:45:00,STORE,COMPLETED,97256.59,2026-07-01T21:45:00
O0000250,C000024,S018,2026-07-03T00:11:00,STORE,COMPLETED,56915.96,2026-07-03T00:11:00
O0000251,C002225,S016,2026-07-04T08:10:00,WEB,COMPLETED,62397.25,2026-07-04T08:10:00
O0000252,C000891,S024,2026-07-03T15:44:00,MOBILE,COMPLETED,93853.92,2026-07-03T15:44:00
O0000253,C003863,S009,2026-07-06T07:03:00,MOBILE,COMPLETED,121002.88,2026-07-06T07:03:00
O0000254,C000940,S019,2026-07-03T13:30:00,WEB,COMPLETED,64594.62,2026-07-03T13:30:00
